Accession,P0_observed,Total_UTRs_0,P0_Expected_freq,P0_Observed_freq,P0_Standard_Deviation,P0_Zscore,P0__BinomPval,P1_observed,P1_Total_UTRs,P1_Expected_freq,P1_Observed_freq,P1_Standard_Deviation,P1_Zscore,P1__BinomPval,P2_observed,P2_Total_UTRs,P2_Expected_freq,P2_Observed_freq,P2_Standard_Deviation,P2_Zscore,P2__BinomPval,P3_observed,P3_Total_UTRs,P3_Expected_freq,P3_Observed_freq,P3_Standard_Deviation,P3_Zscore,P3__BinomPval,P4_observed,P4_Total_UTRs,P4_Expected_freq,P4_Observed_freq,P4_Standard_Deviation,P4_Zscore,P4__BinomPval,P5_observed,P5_Total_UTRs,P5_Expected_freq,P5_Observed_freq,P5_Standard_Deviation,P5_Zscore,P5__BinomPval,P6_observed,P6_Total_UTRs,P6_Expected_freq,P6_Observed_freq,P6_Standard_Deviation,P6_Zscore,P6__BinomPval,Genomic_GC,Genomic_GC3
CP001616,1735,1735,0.0567,1.0,23.126848034265283,70.76733922301635,0.0,121,1735,0.0616,0.06974063400576369,24.042761904573275,0.5874533074053114,0.16185445570434076,85,1735,0.059,0.04899135446685879,23.5624701591323,-0.7369770606699187,0.08293875247315297,91,1735,0.0631,0.05244956772334294,24.314273585694473,-0.7599856904987697,0.06775152149965978,92,1735,0.067,0.05302593659942363,25.002199903208517,-0.9697146688635451,0.01857022229844099,103,1735,0.064,0.05936599423631124,24.475293665245367,-0.32849452635645854,0.46186084362696445,86,1735,0.0587,0.04956772334293948,23.506235342989314,-0.6740551929650275,0.11313096885554405,49.02701933458781,49.43651106937553
CP006650,1724,1724,0.0311,1.0,17.35879892158441,96.22691106370263,0.0,17,1724,0.0319,0.009860788863109048,17.57338612789237,-2.1621103481982686,2.567104661035099e-09,32,1724,0.0285,0.018561484918793503,16.639636414297037,-1.029709999268866,0.011113086579533643,19,1724,0.035,0.011020881670533642,18.37797594948911,-2.249431608443759,7.087059948712204e-10,32,1724,0.0341,0.018561484918793503,18.14860600707393,-1.4760582707872143,0.00014749075099923194,47,1724,0.0296,0.027262180974477957,16.948109039063915,-0.23780824106750076,0.6189716290214451,44,1724,0.0317,0.025522041763341066,17.52001997715756,-0.6079216812473052,0.14906334214290204,63.38539938629816,76.3988145803872
CP002514,1283,1283,0.0354,1.0,18.478863601423114,66.97283051024252,0.0,18,1283,0.0334,0.014029618082618862,17.967871326342472,-1.3831465925273239,2.382004407646843e-05,23,1283,0.033,0.017926734216679657,17.863650242881494,-1.0825894896652726,0.0016755523933292297,17,1283,0.0322,0.013250194855806703,17.653090381006947,-1.3772432744216871,2.4312013646688306e-05,26,1283,0.0333,0.020265003897116135,17.941881172273995,-0.9321151912344531,0.007907351882106003,28,1283,0.0323,0.021823850350740453,17.67956730239742,-0.7602505067065395,0.03263284218695123,20,1283,0.0334,0.01558846453624318,17.967871326342472,-1.2718368016414205,0.00012841220472817569,61.37353066787112,71.2925836697303
AP012547,1524,1524,0.0343,1.0,18.199865384117544,80.86470800406744,0.0,47,1524,0.0326,0.03083989501312336,17.758727431885426,-0.15104685908877685,0.7728178968009303,42,1524,0.0332,0.027559055118110236,17.915847733222115,-0.4798433279860149,0.2519617983145056,26,1524,0.0336,0.01706036745406824,18.01972252838539,-1.3988228709012507,0.00011627239868727162,28,1524,0.0349,0.01837270341207349,18.352653759061656,-1.3724227749659135,0.00020031239810377707,30,1524,0.0354,0.01968503937007874,18.478863601423114,-1.296053724762359,0.0004975891482428776,26,1524,0.0342,0.01706036745406824,18.174256518493404,-1.4372417365970658,7.339714757353271e-05,63.267412603007166,79.15080752127986
CP001821,1718,1718,0.0205,1.0,14.170303454760594,118.75405529404242,0.0,8,1718,0.0215,0.004656577415599534,14.504395885385918,-1.995050343955092,1.5488520097379397e-08,11,1718,0.0192,0.006402793946449359,13.722740251130602,-1.6021289915611883,1.398129642153609e-05,11,1718,0.0202,0.006402793946449359,14.068390099794646,-1.6848836172339292,4.4283419468596155e-06,20,1718,0.0212,0.011641443538998836,14.40505466841414,-1.1399887315948563,0.004228039641788388,19,1718,0.0196,0.011059371362048894,13.862121049824951,-1.0584815950792241,0.008711071352331127,32,1718,0.0208,0.018626309662398137,14.271425997425766,-0.2616697168645656,0.6114598048943601,72.48758675378917,93.35958667505398
CP000976,246,246,0.1,1.0,30.0,7.38,1.0000000000000763e-246,30,246,0.095,0.12195121951219512,29.3214938227915,0.2261139913289998,0.1564944715453958,31,246,0.1056,0.12601626016260162,30.732497457902767,0.1634230998271345,0.29882264439888045,14,246,0.1021,0.056910569105691054,30.277977145113244,-0.36715134391975646,0.015364158717677717,25,246,0.1006,0.1016260162601626,30.07983377613646,0.008391003815993177,0.9156530156441716,18,246,0.1039,0.07317073170731707,30.51307752423541,-0.24774295526224283,0.14217374988704073,25,246,0.0999,0.1016260162601626,29.98666203497815,0.014159628687738585,0.9152189559899121,27.586044045449377,17.395862127615185
AL935263,1997,1997,0.0808,1.0,27.252772336039502,67.35617123152338,0.0,142,1997,0.0786,0.07110665998998497,26.9113433332489,-0.5560554824296627,0.2277861835929058,139,1997,0.0735,0.06960440660991488,26.095545596902166,-0.29811601260115056,0.5481651928030387,149,1997,0.0773,0.07461191787681522,26.706686428682982,-0.20100209789540416,0.7060248149977821,157,1997,0.0702,0.0786179268903355,25.548377639294436,0.6579909001401565,0.14812621558128358,141,1997,0.078,0.07060590886329494,26.817158686184488,-0.550617616608543,0.22637952583342985,149,1997,0.077,0.07461191787681522,26.659144772479106,-0.17888795911124508,0.7369724130830885,44.46688649939107,45.13685216456338
CP003746,1858,1858,0.0456,1.0,20.861601089082306,85.00187461297132,0.0,68,1858,0.0454,0.03659849300322928,20.817982611194584,-0.7855324075064936,0.07419688024935875,53,1858,0.0441,0.02852529601722282,20.53172910399901,-1.4094185566847226,0.000676599971756275,69,1858,0.0467,0.03713670613562971,21.09955212794812,-0.8421316192993499,0.054002724540992406,68,1858,0.0445,0.03659849300322928,20.62031765031761,-0.7119676936583889,0.10265170704231907,74,1858,0.0477,0.03982777179763186,21.313073452695647,-0.686273616635523,0.11448510561884158,75,1858,0.0465,0.040365984930032295,21.056531053333547,-0.541257245608635,0.2253582652646584,55.830657311811684,64.37800530082578
CP003422,5380,5380,0.0492,1.0,21.628536705010813,236.5071696604841,0.0,152,5380,0.0511,0.02825278810408922,22.020170299068987,-5.582064004527567,1.7599848989681404e-16,164,5380,0.0509,0.030483271375464683,21.979351673786923,-4.997508644943339,3.2899966313595146e-13,131,5380,0.0476,0.024349442379182157,21.291838812089484,-5.87492706026758,2.0859725701660982e-18,187,5380,0.0511,0.034758364312267656,22.020170299068987,-3.992612173563307,1.1415299602064004e-08,184,5380,0.0478,0.03420074349442379,21.334282270561623,-3.4294099549323134,1.1459836798745839e-06,176,5380,0.0488,0.03271375464684015,21.54496692965668,-4.0169010369132705,7.926366856958319e-09,58.26471788824384,73.0149247366025
CP000747,1617,1617,0.0214,1.0,14.471364828515657,109.34671461546644,0.0,11,1617,0.0253,0.006802721088435374,15.703474137909739,-1.9046804380563191,4.928971150485227e-08,20,1617,0.0227,0.012368583797155226,14.894532553927297,-1.1216129099395666,0.003368673652083068,29,1617,0.0262,0.017934446505875078,15.972964659073156,-0.836751366153435,0.035325218095715386,36,1617,0.0247,0.022263450834879406,15.5209245858615,-0.2538444135982067,0.5753444830420633,35,1617,0.0263,0.021645021645021644,16.002596664291705,-0.47036741335835924,0.27602753155894216,25,1617,0.0278,0.015460729746444033,16.439939172636862,-1.2136662910048788,0.0014387706926808357,71.34637304176034,93.5555385658818
CP001769,4677,4677,0.0702,1.0,25.548377639294436,170.21333649427365,0.0,292,4677,0.0673,0.062433183664742355,25.054083499501633,-0.9085185654646977,0.189133702244906,218,4677,0.0643,0.04661107547573231,24.528658748492546,-3.372834236404563,2.8349082808604245e-07,227,4677,0.066,0.04853538593115245,24.828209762284512,-3.2898868175376745,6.225274852444125e-07,271,4677,0.072,0.05794312593542869,25.84879107424562,-2.543407148565019,0.00014857558621116904,328,4677,0.0679,0.07013042548642293,25.15742236398634,0.4146569489143408,0.5416055267794708,300,4677,0.0709,0.06414368184733804,25.665772928162518,-1.2311844294907937,0.07267852027984628,50.19282050444146,55.96873572319882
CP002159,1297,1297,0.0598,1.0,23.711592101754785,51.42798487621398,0.0,49,1297,0.0572,0.03777949113338473,23.222437425903422,-1.0846578909026858,0.0018329583321696854,66,1297,0.0561,0.05088666152659985,23.01147322532827,-0.2938403783968739,0.46865434634627395,52,1297,0.056,0.040092521202775636,22.992172581119863,-0.8973488663242757,0.011093218157000592,70,1297,0.0588,0.05397070161912105,23.524999468650368,-0.26625292843670106,0.5158730237273341,63,1297,0.0606,0.04857363145720894,23.859513825725788,-0.6537517953606299,0.0710867036941839,65,1297,0.0638,0.05011565150346955,24.439631748453166,-0.7262220717021786,0.046458395218078236,52.754823680596594,57.67405650260274
CP003418,1452,1452,0.089,1.0,28.47437444440176,46.45482212727118,0.0,116,1452,0.0788,0.07988980716253444,26.942635357366214,0.05873219078279115,0.8837793016072959,108,1452,0.0803,0.0743801652892562,27.175707902463184,-0.3162971883143067,0.43964871073838696,86,1452,0.085,0.05922865013774105,27.888169534768682,-1.3417875975455409,0.00028234409903840304,96,1452,0.0844,0.06611570247933884,27.798676227475294,-0.9550382824977847,0.010772095121649589,139,1452,0.0827,0.09573002754820936,27.542823021614907,0.6869157887393162,0.07768759901191524,121,1452,0.0855,0.08333333333333333,27.962430151902034,-0.11250810401348542,0.8144686687479843,33.93312429608442,25.96296654488778
AP009510,512,512,0.0895,1.0,28.546409581591867,16.330460006452554,0.0,37,512,0.0856,0.072265625,27.97724789896247,-0.24402686156464956,0.3048952232670786,36,512,0.0846,0.0703125,27.828553681425845,-0.2628666974123964,0.2665451603832475,33,512,0.081,0.064453125,27.283511504203414,-0.3105172147175692,0.1943623638857092,29,512,0.0834,0.056640625,27.64858766736558,-0.49553344875447103,0.03040000827398969,32,512,0.0896,0.0625,28.56078430295639,-0.4858129893360018,0.03009022261230122,35,512,0.0873,0.068359375,28.22741752268528,-0.34355250501419116,0.1369061790498728,35.20740200576095,30.40007037897882
CP001798,2055,2055,0.0607,1.0,23.877920763751607,80.83875975207503,0.0,102,2055,0.0633,0.049635036496350364,24.350176590735437,-1.1532359897005513,0.009772189970279545,117,2055,0.0597,0.05693430656934306,23.693017958884006,-0.2398807956784124,0.6414456204154901,109,2055,0.064,0.053041362530413624,24.475293665245367,-0.9201115340233138,0.04244800400798469,95,2055,0.0665,0.046228710462287104,24.91540688008125,-1.6719574438619063,0.00013602773654124227,104,2055,0.0629,0.05060827250608273,24.278301011396987,-1.0404146479666105,0.020439076018814544,130,2055,0.0602,0.06326034063260341,23.7857015872982,0.26440254355828585,0.5465804784303007,51.58400922482495,53.485286955641755
CP003154,2504,2504,0.0342,1.0,18.174256518493404,133.0653167318932,0.0,36,2504,0.0384,0.01437699680511182,19.21599333888311,-3.1303924256822366,1.4899398154687386e-12,55,2504,0.0321,0.02196485623003195,17.626568015356817,-1.4397811291392362,0.003132669810062257,61,2504,0.0345,0.024361022364217253,18.250958878919214,-1.391050200070553,0.004347875586426541,56,2504,0.0339,0.022364217252396165,18.097179338228376,-1.5961382412220575,0.000901372024294051,54,2504,0.0386,0.02156549520766773,19.263966362096877,-2.2142065241520226,2.1566534531760093e-06,70,2504,0.0358,0.027955271565495207,18.579117309495626,-1.057273048701863,0.035684338291288004,62.60696729227073,75.52943991028167
CP003315,339,339,0.1064,1.0,30.834889330107867,9.824273950100158,0.0,24,339,0.116,0.07079646017699115,32.02249209540069,-0.4785386457227341,0.00829028282110816,31,339,0.111,0.09144542772861357,31.413213780191292,-0.21102584556885254,0.29879316749615326,38,339,0.1061,0.11209439528023599,30.79655662570087,0.06598464967035103,0.7239548917736698,26,339,0.1099,0.07669616519174041,31.276507157929256,-0.3598899309044596,0.055428787956745586,29,339,0.1129,0.0855457227138643,31.647051995407093,-0.2930162342244641,0.12206592600982419,34,339,0.1163,0.10029498525073746,32.05843258801029,-0.16924408219599565,0.3971510298281193,25.223651385964548,14.74953878545134
CP007062,1140,1140,0.111,1.0,31.413213780191292,32.262219558034296,0.0,120,1140,0.1106,0.10526315789473684,31.3636158629709,-0.1939827354913822,0.6034639760467885,139,1140,0.1225,0.12192982456140351,32.78623949159159,-0.0198253904711062,0.9999999999999691,123,1140,0.1096,0.10789473684210527,31.239052482429745,-0.06222980037865732,0.8869674909395102,99,1140,0.1167,0.0868421052631579,32.10624705567438,-1.060167510110286,0.0014311507143099844,120,1140,0.1142,0.10526315789473684,31.805402056883356,-0.3203229433094084,0.37614176871135874,105,1140,0.1156,0.09210526315789473,31.974464811783793,-0.8376684381634772,0.012309080298085936,26.96668687094253,12.956517015645739
CP001080,648,648,0.0974,1.0,29.65016694725343,19.726189098378057,0.0,57,648,0.097,0.08796296296296297,29.595776725742475,-0.19786606900931372,0.46582196249793406,60,648,0.0946,0.09259259259259259,29.266164764109423,-0.044447231486759047,0.9464499372973568,41,648,0.0965,0.06327160493827161,29.527571860889612,-0.7292167504135331,0.0033287981238991327,75,648,0.0996,0.11574074074074074,29.94659246057888,0.3492617737316291,0.1683957634036013,50,648,0.0962,0.07716049382716049,29.486532519100987,-0.41841474551162844,0.10947793803849751,65,648,0.1001,0.10030864197530864,30.013328705760046,0.00450466528806085,0.9478761688500945,32.027444977867134,22.790509467385593
CP001146,521,521,0.092,1.0,28.9025950392002,16.367665234155766,0.0,35,521,0.0915,0.0671785028790787,28.83188339321592,-0.43949608935299656,0.05706120794733019,41,521,0.096,0.07869481765834933,29.45912422323515,-0.30605118915547574,0.20560888935443392,46,521,0.0944,0.08829174664107485,29.238440450885886,-0.10884301457000518,0.7077781997994448,48,521,0.0939,0.09213051823416507,29.168954386470556,-0.031605520985956426,0.9402298665584357,48,521,0.0892,0.09213051823416507,28.503220870631445,0.05356587618394923,0.8174558178078555,42,521,0.0888,0.08061420345489444,28.44548470320026,-0.1499288918610056,0.5894187249700819,33.74098909839709,25.25509057695437
FO203503,2461,2461,0.0733,1.0,26.062829854027747,87.5042623066334,0.0,164,2461,0.0758,0.06663957740755791,26.467784191352326,-0.8517448924706593,0.08661621835679459,158,2461,0.0728,0.0642015440877692,25.98079290552927,-0.8144786064437827,0.10319651261397224,150,2461,0.0735,0.060950832994717596,26.095545596902166,-1.1834778424278745,0.016558940622080798,167,2461,0.0737,0.06785859406745226,26.12820506655595,-0.5501985292667831,0.2801014967214672,154,2461,0.0701,0.0625761885412434,25.53154715249352,-0.7252243622138517,0.1550667902516727,149,2461,0.0719,0.06054449410808614,25.83222599777263,-1.0818231461125203,0.02880908074163028,41.44885295133328,40.78723575017433
CP007519,946,946,0.0489,1.0,21.5658966889856,41.72052815497009,0.0,23,946,0.0463,0.024312896405919663,21.013402865790205,-0.9898349226370208,0.0006300660232333362,32,946,0.0433,0.03382663847780127,20.353159459897128,-0.44031493084196044,0.1737378301091469,30,946,0.0491,0.03171247357293869,21.60768150450205,-0.7612385436435124,0.012714751507329407,34,946,0.0473,0.035940803382663845,21.227979178433355,-0.5062092773728193,0.10734826610389325,31,946,0.0452,0.03276955602536998,20.77425329584676,-0.5660468192303657,0.07123207455598748,31,946,0.0439,0.03276955602536998,20.487261896114862,-0.5139486210207896,0.11157899014144054,59.501366324693485,69.92251068083428
CP001673,1469,1469,0.0792,1.0,27.00506619136491,50.08894221605435,0.0,67,1469,0.0718,0.045609257998638526,25.815646418402928,-1.4903442422643856,4.999068824595209e-05,101,1469,0.0721,0.06875425459496257,25.865341675686405,-0.19001875411605493,0.6500777068506246,94,1469,0.0731,0.06398910823689585,26.03005762575258,-0.514170970822545,0.1923985410224839,85,1469,0.0729,0.057862491490810075,25.997228698459384,-0.8497098000799248,0.027059171362262508,112,1469,0.0748,0.0762423417290674,26.3068356135815,0.08054180408175411,0.804273476476147,103,1469,0.0737,0.07011572498298162,26.12820506655595,-0.2015178611231726,0.6530146053563717,42.69275481900595,45.30374804363393
CP001628,1238,1238,0.0137,1.0,11.624246212120594,105.04245847157152,0.0,6,1238,0.0154,0.004846526655896607,12.313748413866511,-1.0610254132922905,0.0010700078408861287,7,1238,0.0182,0.005654281098546042,13.367408125736269,-1.1619006357782264,0.0002570436404325895,9,1238,0.0158,0.007269789983844911,12.470108259353646,-0.8468571226780489,0.011756555831981829,12,1238,0.0144,0.009693053311793215,11.913286700151222,-0.489134539163406,0.18873108366535674,13,1238,0.016,0.01050080775444265,12.547509713086498,-0.5425777828169008,0.13980990745870792,10,1238,0.0161,0.008077544426494346,12.586020022231015,-0.7891136342113871,0.023005000921834665,72.99524968443846,94.18728425581112
CP001472,2125,2125,0.0391,1.0,19.38328919456138,105.34396301392054,0.0,37,2125,0.038,0.017411764705882352,19.119623427254,-2.2882249834291564,5.7846461995234165e-08,38,2125,0.0405,0.01788235294117647,19.71287650242856,-2.438127180174789,5.939966360283028e-09,41,2125,0.0396,0.019294117647058823,19.501753767289753,-2.212621516756888,1.957043168040264e-07,46,2125,0.0416,0.02164705882352941,19.967333322204045,-2.123468332791861,6.782820059809836e-07,38,2125,0.0369,0.01788235294117647,18.85162857686306,-2.1437139945351453,4.7540063477610315e-07,58,2125,0.0379,0.027294117647058823,19.09544186448693,-1.1802554850492621,0.008887234993376833,60.4970106770533,73.77791604268056
CP003943,4646,4646,0.0729,1.0,25.997228698459384,165.68329839923493,0.0,263,4646,0.0778,0.05660783469651313,26.785660342802824,-3.6758026025837887,2.19309990911758e-08,276,4646,0.0726,0.0594059405940594,25.947878525999,-2.362412786023321,0.0004062969752528319,295,4646,0.0758,0.06349547998278089,26.467784191352326,-2.1598634621887927,0.0012969283964582223,249,4646,0.0795,0.05359448988377099,27.05175595039997,-4.449138171314181,6.19086921269818e-12,309,4646,0.0719,0.06650882479552303,25.83222599777263,-0.969618336497975,0.16398222288348657,312,4646,0.0701,0.06715454154111063,25.53154715249352,-0.5359878866041807,0.45498101499491506,42.24716173433392,36.69614981320413
CP002400,1674,1674,0.0445,1.0,20.62031765031761,77.56946459917232,0.0,35,1674,0.0457,0.02090800477897252,20.883368981081574,-1.9873134472506253,1.1416251984018457e-07,30,1674,0.0464,0.017921146953405017,21.03498038981734,-2.266396217943609,5.332536030229716e-10,36,1674,0.0459,0.021505376344086023,20.926822501278114,-1.9513999317147117,1.7395926980659596e-07,51,1674,0.0429,0.03046594982078853,20.263166090223905,-1.0272136105148018,0.01112957922917111,54,1674,0.0475,0.03225806451612903,21.270578271405785,-1.1995442565987982,0.0027404292808235935,47,1674,0.0449,0.028076463560334528,20.70844996613701,-1.3599569280198278,0.00048425196734249993,55.5585100725393,67.47799906657528
CP003879,1997,1997,0.0914,1.0,28.8177098326706,62.963858354314226,0.0,131,1997,0.0921,0.06559839759639459,28.916706243969074,-1.8302119042703167,2.377418972746137e-05,177,1997,0.0928,0.0886329494241362,29.015196018638232,-0.28680143999904456,0.5628547406838935,169,1997,0.0921,0.08462694041061593,28.916706243969074,-0.5160926653986574,0.2617647271063567,143,1997,0.0924,0.07160741111667501,28.95897788251512,-1.4338489489668993,0.0010132636096049966,135,1997,0.0927,0.06760140210315473,29.001156873476617,-1.7282724347399963,6.866474425670243e-05,151,1997,0.0867,0.0756134201301953,28.139493598854973,-0.7867909890496718,0.08012986579164239,34.52528927547392,28.44657148377572
HF571988,2816,2816,0.07,1.0,25.51470164434615,102.64199975782678,0.0,215,2816,0.065,0.07634943181818182,24.6525860712421,1.296415715075108,0.01601609487290277,204,2816,0.0702,0.07244318181818182,25.548377639294436,0.24724857637474823,0.6315911370155896,182,2816,0.0692,0.06463068181818182,25.379393215756757,-0.5069939966890704,0.35340743660688634,183,2816,0.0709,0.06498579545454546,25.665772928162518,-0.6488953224442146,0.23990135844444005,178,2816,0.0682,0.06321022727272728,25.208879388025164,-0.5573909011867723,0.3127708442122593,174,2816,0.0675,0.06178977272727273,25.088593025516598,-0.64092872739598,0.24415485904250983,47.29985573455644,46.77191886852518
