Accession,TAA_0,TAA_1,TAA_2,TAA_3,TAA_4,TAA_5,TAA_6,TGA_0,TGA_1,TGA_2,TGA_3,TGA_4,TGA_5,TGA_6,TAG_0,TAG_1,TAG_2,TAG_3,TAG_4,TAG_5,TAG_6,GC,GC3
AM494475,1.0,0.10261194029850747,0.1287313432835821,0.08208955223880597,0.08768656716417911,0.09888059701492537,0.09888059701492537,1.0,0.08843537414965986,0.04081632653061224,0.16326530612244897,0.06802721088435375,0.07482993197278912,0.09523809523809523,1.0,0.07407407407407407,0.031746031746031744,0.031746031746031744,0.06878306878306878,0.09523809523809523,0.1111111111111111,30.5310497961732,21.365218147233982
AM711867,1.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,1.0,0.00611353711790393,0.004366812227074236,0.007860262008733625,0.005240174672489083,0.01222707423580786,0.005240174672489083,1.0,0.007444168734491315,0.0024813895781637717,0.007444168734491315,0.01488833746898263,0.0024813895781637717,0.0024813895781637717,72.66422692563216,94.7975161479547
AM743169,1.0,0.004246284501061571,0.01910828025477707,0.008492569002123142,0.008492569002123142,0.012738853503184714,0.021231422505307854,1.0,0.01648664013644116,0.019897669130187607,0.011938601478112564,0.02046617396247868,0.02274019329164298,0.013644115974985787,1.0,0.0078125,0.013020833333333334,0.0078125,0.0078125,0.010416666666666666,0.0,66.32404518043852,83.25334333965804
AM889285,1.0,0.024691358024691357,0.018518518518518517,0.024691358024691357,0.033950617283950615,0.037037037037037035,0.021604938271604937,1.0,0.02003338898163606,0.01001669449081803,0.015025041736227046,0.019198664440734557,0.015859766277128547,0.021702838063439065,1.0,0.015105740181268883,0.015105740181268883,0.012084592145015106,0.021148036253776436,0.021148036253776436,0.0030211480362537764,66.43110337985524,80.11588632313429
AM902716,1.0,0.01854974704890388,0.01517706576728499,0.02023608768971332,0.01854974704890388,0.01011804384485666,0.01854974704890388,1.0,0.018642803877703208,0.01640566741237882,0.008948545861297539,0.018642803877703208,0.015659955257270694,0.019388516032811335,1.0,0.008361204013377926,0.021739130434782608,0.016722408026755852,0.028428093645484948,0.008361204013377926,0.016722408026755852,65.48282415680934,81.62050779849977
AM942759,1.0,0.10197960407918416,0.07798440311937613,0.08818236352729454,0.07918416316736653,0.09538092381523695,0.06418716256748651,1.0,0.13405797101449277,0.057971014492753624,0.15217391304347827,0.06884057971014493,0.06159420289855073,0.09420289855072464,1.0,0.06422018348623854,0.10397553516819572,0.0856269113149847,0.08256880733944955,0.0856269113149847,0.08868501529051988,38.89968663300527,30.75245291987967
AM999887,1.0,0.043373493975903614,0.04819277108433735,0.09879518072289156,0.09397590361445783,0.06506024096385542,0.07228915662650602,1.0,0.17266187050359713,0.06474820143884892,0.08633093525179857,0.09352517985611511,0.16546762589928057,0.06474820143884892,1.0,0.10869565217391304,0.059782608695652176,0.07065217391304347,0.059782608695652176,0.05434782608695652,0.08152173913043478,34.19024523509989,26.635196840406515
AP006628,1.0,0.05652173913043478,0.05434782608695652,0.09130434782608696,0.07391304347826087,0.10434782608695652,0.06304347826086956,1.0,0.12307692307692308,0.07692307692307693,0.13846153846153847,0.07692307692307693,0.09230769230769231,0.15384615384615385,1.0,0.1206896551724138,0.06896551724137931,0.017241379310344827,0.13793103448275862,0.08620689655172414,0.1206896551724138,27.75984301810356,19.896437816443562
AP006840,1.0,0.009708737864077669,0.022653721682847898,0.032362459546925564,0.02912621359223301,0.02912621359223301,0.019417475728155338,1.0,0.009624639076034648,0.013474494706448507,0.012512030798845043,0.014436958614051972,0.03849855630413859,0.006737247353224254,1.0,0.011204481792717087,0.012605042016806723,0.0196078431372549,0.011204481792717087,0.011204481792717087,0.012605042016806723,68.6684043088666,89.4912651578391
AP007255,1.0,0.024608501118568233,0.02237136465324385,0.015659955257270694,0.020134228187919462,0.024608501118568233,0.015659955257270694,1.0,0.019699812382739212,0.021575984990619138,0.027204502814258912,0.019699812382739212,0.020637898686679174,0.02626641651031895,1.0,0.00546448087431694,0.018214936247723135,0.01639344262295082,0.01639344262295082,0.02185792349726776,0.025500910746812388,65.093510400737,83.14199548369172
AP008230,1.0,0.05223880597014925,0.07462686567164178,0.06486796785304248,0.053386911595866816,0.05970149253731343,0.06314580941446613,1.0,0.07107843137254902,0.04779411764705882,0.06495098039215687,0.04779411764705882,0.06004901960784314,0.07107843137254902,1.0,0.04522613065326633,0.06658291457286432,0.06658291457286432,0.056532663316582916,0.06658291457286432,0.0414572864321608,47.35989345501921,50.59483233199998
AP008955,1.0,0.05542725173210162,0.045727482678983834,0.04942263279445727,0.046189376443418015,0.04988452655889145,0.03926096997690531,1.0,0.0715372907153729,0.0669710806697108,0.0593607305936073,0.0410958904109589,0.045662100456621,0.045662100456621,1.0,0.03720405862457723,0.05749718151071026,0.03720405862457723,0.04735062006764374,0.06200676437429538,0.046223224351747465,47.2735528479921,49.388060253065156
AP008971,1.0,0.12307692307692308,0.07692307692307693,0.06324786324786325,0.07863247863247863,0.08547008547008547,0.08034188034188035,1.0,0.12121212121212122,0.030303030303030304,0.09090909090909091,0.09090909090909091,0.0,0.12121212121212122,1.0,0.0851063829787234,0.14184397163120568,0.1276595744680851,0.07801418439716312,0.04964539007092199,0.05673758865248227,32.3127743623778,26.650776270876232
AP009152,1.0,0.02,0.02,0.0,0.0,0.0,0.08,1.0,0.0016038492381716118,0.0032076984763432237,0.0056134723336006415,0.008821170809943865,0.011226944667201283,0.011226944667201283,1.0,0.004329004329004329,0.0,0.008658008658008658,0.008658008658008658,0.004329004329004329,0.012987012987012988,71.16380109284755,92.56099655074152
AP009153,1.0,0.006734006734006734,0.006734006734006734,0.026936026936026935,0.013468013468013467,0.02356902356902357,0.03367003367003367,1.0,0.017988552739165987,0.016353229762878167,0.02125919869174162,0.022894521668029435,0.029435813573180702,0.016353229762878167,1.0,0.011363636363636364,0.011363636363636364,0.00909090909090909,0.020454545454545454,0.025,0.01818181818181818,64.27436141406316,76.88042010162982
AP009178,1.0,0.045871559633027525,0.05045871559633028,0.045871559633027525,0.05963302752293578,0.06422018348623854,0.06422018348623854,1.0,0.16666666666666666,0.06666666666666667,0.06666666666666667,0.011111111111111112,0.06666666666666667,0.07777777777777778,1.0,0.015625,0.09375,0.09375,0.09375,0.0625,0.0625,39.688625407429775,36.53261266972793
AP009179,1.0,0.04038772213247173,0.07431340872374798,0.061389337641357025,0.05331179321486268,0.06462035541195477,0.04361873990306947,1.0,0.08955223880597014,0.05970149253731343,0.06467661691542288,0.03482587064676617,0.05472636815920398,0.07462686567164178,1.0,0.043010752688172046,0.07168458781362007,0.07885304659498207,0.05734767025089606,0.06093189964157706,0.04659498207885305,43.87148618201701,46.96062298295081
AP009380,1.0,0.021241830065359478,0.029411764705882353,0.03594771241830065,0.024509803921568627,0.04411764705882353,0.0392156862745098,1.0,0.03968253968253968,0.03968253968253968,0.03439153439153439,0.023809523809523808,0.047619047619047616,0.06084656084656084,1.0,0.025362318840579712,0.03985507246376811,0.018115942028985508,0.021739130434782608,0.018115942028985508,0.050724637681159424,48.359283634112224,53.05509468872864
AP009384,1.0,0.030612244897959183,0.02040816326530612,0.015306122448979591,0.01020408163265306,0.015306122448979591,0.015306122448979591,1.0,0.007187350263536177,0.010062290368950648,0.007187350263536177,0.014374700527072353,0.008624820316243412,0.014374700527072353,1.0,0.006578947368421052,0.01644736842105263,0.01644736842105263,0.009868421052631578,0.023026315789473683,0.019736842105263157,67.31902211118089,85.58033965760337
AP009389,1.0,0.04461371055495103,0.062023939064200215,0.041349292709466814,0.046789989118607184,0.03917301414581066,0.04461371055495103,1.0,0.021634615384615384,0.04807692307692308,0.04807692307692308,0.052884615384615384,0.036057692307692304,0.07451923076923077,1.0,0.02457002457002457,0.08353808353808354,0.044226044226044224,0.07125307125307126,0.05896805896805897,0.022113022113022112,52.96110399537247,62.3289097746804
AP009484,1.0,0.11096938775510204,0.08545918367346939,0.07270408163265306,0.06887755102040816,0.06760204081632654,0.07653061224489796,1.0,0.10416666666666667,0.0625,0.10416666666666667,0.10416666666666667,0.0625,0.14583333333333334,1.0,0.06698564593301436,0.07177033492822966,0.06220095693779904,0.09569377990430622,0.06698564593301436,0.06698564593301436,36.87685627905118,30.775165231510314
AP009510,1.0,0.07023411371237458,0.07692307692307693,0.07692307692307693,0.06354515050167224,0.07692307692307693,0.08361204013377926,1.0,0.11475409836065574,0.040983606557377046,0.04918032786885246,0.04918032786885246,0.040983606557377046,0.01639344262295082,1.0,0.02197802197802198,0.08791208791208792,0.04395604395604396,0.04395604395604396,0.04395604395604396,0.08791208791208792,35.20740200576095,30.40007037897882
AP009552,1.0,0.03820870994248151,0.06368118323746919,0.05258833196384552,0.062448644207066556,0.061216105176663926,0.08792111750205424,1.0,0.05662188099808062,0.04702495201535509,0.05758157389635317,0.06813819577735125,0.04798464491362764,0.05182341650671785,1.0,0.03287890938251804,0.06495589414595028,0.04971932638331997,0.04490777866880513,0.044105854049719326,0.09141940657578188,42.33063114485447,39.50931745666048
AP010904,1.0,0.01951779563719862,0.021814006888633754,0.01951779563719862,0.021814006888633754,0.02525832376578645,0.018369690011481057,1.0,0.018947368421052633,0.021052631578947368,0.016842105263157894,0.02631578947368421,0.021052631578947368,0.018947368421052633,1.0,0.01788756388415673,0.015332197614991482,0.014480408858603067,0.010221465076660987,0.05536626916524702,0.017035775127768313,62.769421550751524,77.06766538646693
AP010946,1.0,0.0,0.010416666666666666,0.017361111111111112,0.013888888888888888,0.024305555555555556,0.013888888888888888,1.0,0.013168086754453912,0.017815646785437646,0.010069713400464756,0.016266460108443067,0.020139426800929512,0.021688613477924088,1.0,0.018018018018018018,0.013513513513513514,0.02252252252252252,0.02252252252252252,0.018018018018018018,0.0045045045045045045,67.76023397993896,87.04108079465419
AP010953,1.0,0.05853658536585366,0.03804878048780488,0.037073170731707315,0.02878048780487805,0.04731707317073171,0.06487804878048781,1.0,0.08771929824561403,0.05497076023391813,0.0608187134502924,0.06432748538011696,0.031578947368421054,0.06315789473684211,1.0,0.07380073800738007,0.07749077490774908,0.08856088560885608,0.06273062730627306,0.033210332103321034,0.07011070110701106,50.68482282649143,52.79602195346696
AP010968,1.0,0.005952380952380952,0.023809523809523808,0.0,0.011904761904761904,0.023809523809523808,0.011904761904761904,1.0,0.0016859344894026974,0.005539499036608863,0.010115606936416185,0.009152215799614644,0.01083815028901734,0.01083815028901734,1.0,0.005154639175257732,0.01288659793814433,0.00902061855670103,0.003865979381443299,0.006443298969072165,0.00902061855670103,74.19750348332366,95.43552890821465
AP011112,1.0,0.031746031746031744,0.023809523809523808,0.05555555555555555,0.03968253968253968,0.047619047619047616,0.047619047619047616,1.0,0.1,0.05,0.1,0.07,0.1,0.06,1.0,0.03636363636363636,0.01818181818181818,0.07272727272727272,0.05454545454545454,0.03636363636363636,0.03636363636363636,44.000263892354866,46.140012543177605
AP011121,1.0,0.033816425120772944,0.025362318840579712,0.03864734299516908,0.022946859903381644,0.03743961352657005,0.03260869565217391,1.0,0.052521008403361345,0.07352941176470588,0.03361344537815126,0.03571428571428571,0.03571428571428571,0.037815126050420166,1.0,0.014184397163120567,0.05673758865248227,0.02127659574468085,0.06382978723404255,0.028368794326241134,0.028368794326241134,53.03682379505382,53.06410333113375
AP011529,1.0,0.08470588235294117,0.08470588235294117,0.0988235294117647,0.06823529411764706,0.05176470588235294,0.08235294117647059,1.0,0.10294117647058823,0.04411764705882353,0.10294117647058823,0.10294117647058823,0.10294117647058823,0.11764705882352941,1.0,0.07446808510638298,0.09574468085106383,0.09574468085106383,0.0851063829787234,0.0425531914893617,0.05319148936170213,31.118260965301925,22.211041788684792
AP011615,1.0,0.04870940882597835,0.05578684429641965,0.049125728559533725,0.051623646960865945,0.06536219816819318,0.050374687760199835,1.0,0.08176795580110498,0.04861878453038674,0.12154696132596685,0.057458563535911604,0.06961325966850829,0.051933701657458566,1.0,0.03826086956521739,0.06956521739130435,0.06086956521739131,0.06,0.04,0.06956521739130435,43.650355346998246,41.46555477408334
AP012027,1.0,0.08392857142857142,0.05892857142857143,0.06785714285714285,0.0625,0.06964285714285715,0.0625,1.0,0.2,0.05333333333333334,0.08,0.02666666666666667,0.13333333333333333,0.02666666666666667,1.0,0.047058823529411764,0.07058823529411765,0.029411764705882353,0.052941176470588235,0.06470588235294118,0.052941176470588235,36.55623983118011,28.019531441606464
AP012029,1.0,0.017094017094017096,0.022792022792022793,0.02849002849002849,0.04415954415954416,0.045584045584045586,0.05270655270655271,1.0,0.042134831460674156,0.02247191011235955,0.033707865168539325,0.05898876404494382,0.042134831460674156,0.033707865168539325,1.0,0.008658008658008658,0.017316017316017316,0.025974025974025976,0.04329004329004329,0.03463203463203463,0.04329004329004329,53.84967293987223,61.151795580452166
AP012035,1.0,0.021052631578947368,0.005263157894736842,0.005263157894736842,0.021052631578947368,0.021052631578947368,0.042105263157894736,1.0,0.011981566820276499,0.020276497695852536,0.011981566820276499,0.012903225806451613,0.014746543778801843,0.009216589861751152,1.0,0.0,0.0,0.004830917874396135,0.01932367149758454,0.004830917874396135,0.01932367149758454,67.5791744356647,83.28976118847989
AP012044,1.0,0.03462157809983897,0.04750402576489533,0.03140096618357488,0.028985507246376812,0.027375201288244767,0.040257648953301126,1.0,0.03927986906710311,0.02618657937806874,0.036824877250409165,0.05810147299509002,0.038461538461538464,0.02618657937806874,1.0,0.023952095808383235,0.03592814371257485,0.04491017964071856,0.04491017964071856,0.04491017964071856,0.03592814371257485,53.32115202687688,62.44762599576779
AP012046,1.0,0.09042076991942703,0.08415398388540735,0.06982990152193375,0.07341092211280215,0.07162041181736795,0.06982990152193375,1.0,0.10900473933649289,0.0995260663507109,0.06635071090047394,0.05687203791469194,0.061611374407582936,0.11848341232227488,1.0,0.09634551495016612,0.08305647840531562,0.07308970099667775,0.08970099667774087,0.08305647840531562,0.05647840531561462,36.0410813510645,27.72117933022902
AP012050,1.0,0.10384300899427637,0.0964840556009812,0.09403107113654947,0.0776778413736713,0.08176614881439084,0.07604251839738348,1.0,0.14285714285714285,0.11038961038961038,0.07792207792207792,0.13636363636363635,0.06493506493506493,0.07792207792207792,1.0,0.07929515418502203,0.09691629955947137,0.07929515418502203,0.07488986784140969,0.09251101321585903,0.1013215859030837,35.71827205908107,26.499942957190925
AP012051,1.0,0.056856187290969896,0.07023411371237458,0.07692307692307693,0.09698996655518395,0.06020066889632107,0.06020066889632107,1.0,0.08860759493670886,0.0759493670886076,0.11392405063291139,0.0759493670886076,0.05063291139240506,0.0759493670886076,1.0,0.0380952380952381,0.0761904761904762,0.05714285714285714,0.11428571428571428,0.05714285714285714,0.01904761904761905,35.37487573029511,28.8596832483386
AP012052,1.0,0.0070921985815602835,0.014184397163120567,0.014184397163120567,0.0,0.0070921985815602835,0.02127659574468085,1.0,0.006798516687268232,0.002472187886279357,0.004944375772558714,0.006180469715698393,0.009270704573547589,0.010506798516687269,1.0,0.0056179775280898875,0.016853932584269662,0.011235955056179775,0.016853932584269662,0.011235955056179775,0.0056179775280898875,70.27840545811512,89.51635710263977
AP012057,1.0,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.0,1.0,0.0034280117531831538,0.005876591576885406,0.012732615083251714,0.00881488736532811,0.00881488736532811,0.00832517140058766,1.0,0.024875621890547265,0.004975124378109453,0.004975124378109453,0.009950248756218905,0.009950248756218905,0.0,67.29244721885163,85.35204110605888
AP012157,1.0,0.10344827586206896,0.08697889861039629,0.07411219763252702,0.0602161605764282,0.0602161605764282,0.07050952135872363,1.0,0.08550185873605948,0.11152416356877323,0.08178438661710037,0.06319702602230483,0.04460966542750929,0.07806691449814127,1.0,0.11455847255369929,0.06682577565632458,0.08591885441527446,0.081145584725537,0.05489260143198091,0.06443914081145585,38.60316874875766,32.68874104181474
AP012200,1.0,0.08690330477356181,0.0832313341493268,0.11627906976744186,0.10159118727050184,0.09302325581395349,0.09547123623011015,1.0,0.11888111888111888,0.11888111888111888,0.09090909090909091,0.08391608391608392,0.06993006993006994,0.04895104895104895,1.0,0.0821256038647343,0.06763285024154589,0.07246376811594203,0.08695652173913043,0.0821256038647343,0.09178743961352658,31.427530414899095,20.912233770188518
AP012204,1.0,0.02564102564102564,0.038461538461538464,0.0,0.019230769230769232,0.02564102564102564,0.01282051282051282,1.0,0.00723589001447178,0.014954172696575013,0.01929570670525808,0.016401350699469366,0.02604920405209841,0.019778099372889532,1.0,0.015100671140939598,0.018456375838926176,0.015100671140939598,0.008389261744966443,0.020134228187919462,0.02348993288590604,67.2675393441247,83.09199829566528
AP012224,1.0,0.010558069381598794,0.01809954751131222,0.02564102564102564,0.021116138763197588,0.024132730015082957,0.03469079939668175,1.0,0.017409470752089137,0.019498607242339833,0.016016713091922007,0.019498607242339833,0.017409470752089137,0.018802228412256268,1.0,0.03021978021978022,0.024725274725274724,0.013736263736263736,0.027472527472527472,0.024725274725274724,0.019230769230769232,64.35657091688313,83.4582862067788
AP012273,1.0,0.024305555555555556,0.020833333333333332,0.03125,0.03125,0.024305555555555556,0.052083333333333336,1.0,0.035386631716906945,0.0327653997378768,0.020969855832241154,0.027522935779816515,0.03145478374836173,0.03800786369593709,1.0,0.021367521367521368,0.05128205128205128,0.021367521367521368,0.03418803418803419,0.05555555555555555,0.042735042735042736,56.27233867427217,64.736231939811
AP012292,1.0,0.05627198124267292,0.0492379835873388,0.041031652989449004,0.05509964830011723,0.05509964830011723,0.05627198124267292,1.0,0.08247422680412371,0.09484536082474226,0.07422680412371134,0.049484536082474224,0.06391752577319587,0.05979381443298969,1.0,0.08391608391608392,0.03496503496503497,0.03496503496503497,0.055944055944055944,0.04195804195804196,0.06293706293706294,50.678134821285894,58.98123748705875
AP012304,1.0,0.009153318077803204,0.011441647597254004,0.02288329519450801,0.018306636155606407,0.013729977116704805,0.018306636155606407,1.0,0.01592115238817286,0.014404852160727824,0.01819560272934041,0.022744503411675512,0.01288855193328279,0.016679302501895376,1.0,0.027491408934707903,0.020618556701030927,0.020618556701030927,0.01718213058419244,0.024054982817869417,0.010309278350515464,65.1013369765916,81.96821673440803
AP012320,1.0,0.006802721088435374,0.006802721088435374,0.0,0.0,0.013605442176870748,0.02040816326530612,1.0,0.005445881552076242,0.0068073519400953025,0.0040844111640571815,0.010211027910142955,0.016337644656228726,0.012933968686181076,1.0,0.005434782608695652,0.016304347826086956,0.0,0.005434782608695652,0.010869565217391304,0.016304347826086956,71.24314405801177,90.89008540983318
AP012331,1.0,0.025362318840579712,0.018115942028985508,0.014492753623188406,0.018115942028985508,0.021739130434782608,0.014492753623188406,1.0,0.023156089193825044,0.012864493996569469,0.023156089193825044,0.017152658662092625,0.02058319039451115,0.02058319039451115,1.0,0.016666666666666666,0.014583333333333334,0.020833333333333332,0.01875,0.03125,0.025,64.63092877381744,85.40830215340151
AP012333,1.0,0.010676156583629894,0.042704626334519574,0.03202846975088968,0.03558718861209965,0.03202846975088968,0.0498220640569395,1.0,0.04930966469428008,0.01972386587771203,0.047337278106508875,0.03550295857988166,0.03550295857988166,0.04142011834319527,1.0,0.018315018315018316,0.04395604395604396,0.018315018315018316,0.03296703296703297,0.03663003663003663,0.02564102564102564,58.31297660267276,73.04844261105163
AP012334,1.0,0.047619047619047616,0.06060606060606061,0.05194805194805195,0.05627705627705628,0.06277056277056277,0.05627705627705628,1.0,0.06201550387596899,0.01937984496124031,0.06589147286821706,0.05813953488372093,0.06201550387596899,0.07364341085271318,1.0,0.030837004405286344,0.039647577092511016,0.06167400881057269,0.07488986784140969,0.030837004405286344,0.05726872246696035,48.63343237690101,48.528931928920855
AP012337,1.0,0.020731707317073172,0.03048780487804878,0.02804878048780488,0.03170731707317073,0.03414634146341464,0.046341463414634146,1.0,0.04066390041493776,0.024066390041493777,0.034854771784232366,0.03983402489626556,0.04066390041493776,0.038174273858921165,1.0,0.011647254575707155,0.019966722129783693,0.024958402662229616,0.03494176372712146,0.03494176372712146,0.029950083194675542,58.76714546695322,69.23173987284495
AP012338,1.0,0.0,0.0,0.008547008547008548,0.008547008547008548,0.0,0.0,1.0,0.0011135857461024498,0.0038975501113585748,0.006124721603563474,0.0038975501113585748,0.0066815144766146995,0.004454342984409799,1.0,0.0,0.0032258064516129032,0.0,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,73.28780179978833,93.48250813834655
AP012342,1.0,0.04201680672268908,0.022408963585434174,0.028011204481792718,0.036414565826330535,0.04481792717086835,0.036414565826330535,1.0,0.04809286898839138,0.029850746268656716,0.03316749585406302,0.029850746268656716,0.03648424543946932,0.03150912106135987,1.0,0.017064846416382253,0.030716723549488054,0.030716723549488054,0.034129692832764506,0.051194539249146756,0.023890784982935155,50.047547643363764,52.8600203553081
AP012492,1.0,0.03543307086614173,0.0610236220472441,0.06496062992125984,0.0688976377952756,0.06692913385826772,0.08267716535433071,1.0,0.08108108108108109,0.10135135135135136,0.11486486486486487,0.08108108108108109,0.0945945945945946,0.05405405405405406,1.0,0.024539877300613498,0.07975460122699386,0.06441717791411043,0.09202453987730061,0.07668711656441718,0.05521472392638037,38.343488993942316,35.024781844645304
AP012495,1.0,0.06707317073170732,0.05945121951219512,0.05030487804878049,0.04496951219512195,0.052210365853658534,0.053353658536585365,1.0,0.08190709046454768,0.05990220048899755,0.0647921760391198,0.04767726161369193,0.035452322738386305,0.044009779951100246,1.0,0.023045267489711935,0.04609053497942387,0.05267489711934156,0.06255144032921811,0.04609053497942387,0.06419753086419754,45.7271863180528,46.68717826815462
AP012547,1.0,0.015873015873015872,0.022222222222222223,0.009523809523809525,0.009523809523809525,0.01904761904761905,0.01904761904761905,1.0,0.042382588774341354,0.032073310423825885,0.025200458190148912,0.024054982817869417,0.012600229095074456,0.018327605956471937,1.0,0.01488095238095238,0.020833333333333332,0.002976190476190476,0.011904761904761904,0.03869047619047619,0.011904761904761904,63.267412603007166,79.15080752127986
AP012551,1.0,0.037825059101654845,0.039401103230890466,0.03230890464933018,0.028368794326241134,0.038613081166272656,0.04097714736012608,1.0,0.05145413870246085,0.039149888143176735,0.03131991051454139,0.03243847874720358,0.04697986577181208,0.04138702460850112,1.0,0.03294573643410853,0.01937984496124031,0.023255813953488372,0.015503875968992248,0.03294573643410853,0.03682170542635659,56.956884178640536,67.46781189223354
AP012554,1.0,0.08845208845208845,0.085995085995086,0.10073710073710074,0.07125307125307126,0.085995085995086,0.10319410319410319,1.0,0.18478260869565216,0.06521739130434782,0.11956521739130435,0.06521739130434782,0.07608695652173914,0.08695652173913043,1.0,0.07526881720430108,0.10752688172043011,0.11827956989247312,0.07526881720430108,0.07526881720430108,0.0967741935483871,30.56788703419589,20.772262124659903
AP012978,1.0,0.007751937984496124,0.015503875968992248,0.023255813953488372,0.007751937984496124,0.007751937984496124,0.031007751937984496,1.0,0.011737089201877934,0.009389671361502348,0.014084507042253521,0.01995305164319249,0.015258215962441314,0.014084507042253521,1.0,0.012578616352201259,0.025157232704402517,0.018867924528301886,0.0,0.012578616352201259,0.006289308176100629,65.05711268828249,82.31346219624776
AP013066,1.0,0.051696284329563816,0.051696284329563816,0.05331179321486268,0.04361873990306947,0.04038772213247173,0.046849757673667204,1.0,0.04744525547445255,0.03832116788321168,0.05474452554744526,0.051094890510948905,0.06569343065693431,0.04927007299270073,1.0,0.014619883040935672,0.05263157894736842,0.04678362573099415,0.05263157894736842,0.023391812865497075,0.05263157894736842,56.1040492634944,65.49436516151633
AP013105,1.0,0.02050113895216401,0.009111617312072893,0.02050113895216401,0.01366742596810934,0.022779043280182234,0.029612756264236904,1.0,0.04739336492890995,0.018957345971563982,0.018957345971563982,0.004739336492890996,0.02843601895734597,0.009478672985781991,1.0,0.0025380710659898475,0.01903553299492386,0.015228426395939087,0.01649746192893401,0.021573604060913704,0.0266497461928934,63.459266396182954,82.24245014305617
