Accession,F_4T_genes,F_Tstart_codons,GC,GC3
AP012495,0.2976164913034142,0.28823992556008876,45.7271863180528,46.68717826815462
AP012547,0.24671916010498687,0.20282881306503353,63.267412603007166,79.15080752127986
AP012551,0.3060843598357596,0.22657708100037327,56.956884178640536,67.46781189223354
AP012554,0.4408783783783784,0.40127627627627627,30.56788703419589,20.772262124659903
AP012978,0.2219298245614035,0.17855750487329436,65.05711268828249,82.31346219624776
AP013066,0.2988734261100066,0.25646123260437376,56.1040492634944,65.49436516151633
AP013105,0.11891515994436717,0.19564209550301345,63.459266396182954,82.24245014305617
AP014521,0.41102756892230574,0.43302701197438037,25.06962490771965,12.049407316897229
AP014565,0.3700704225352113,0.26799687010954615,52.155026256764614,56.21466011794846
AP014569,0.1784452296819788,0.1735374950922654,66.09057305548266,83.276143228355
AP014583,0.3554959785522788,0.3439976169198689,32.17769270144215,21.630140096119334
AP014624,0.386273914363802,0.3312750953200391,35.59174183823627,31.217248851243838
AP014633,0.3018511522478277,0.3086093271208496,41.21047691218616,34.72579659348268
AP014648,0.14961915125136016,0.18135654697134568,62.84232476604134,77.77875657547061
AP014685,0.21357668908101185,0.19607215284448715,63.70241665075839,80.26396127928666
AP014800,0.16480071652485445,0.1536547743444295,66.82816125602547,82.54107282063603
AP014821,0.3654980909406456,0.3487215087353928,33.344810744398856,23.31407430770491
BA000012,0.1918452692106639,0.198873206714294,62.74706437726396,78.20212561954558
BA000022,0.3024989039894783,0.30493448292659164,47.72025510218359,49.882298574919574
BA000028,0.36823266219239376,0.31588366890380315,35.681311368484145,25.853265043173003
BA000039,0.19324577861163228,0.25338753387533874,53.91792993985405,57.37820504815544
BX908798,0.3310810810810811,0.35777444110777445,34.717256203755284,27.543035134856844
CP000031,0.19154488517745302,0.17588726513569938,64.22290936690355,80.12634528985195
CP000038,0.40812452543659833,0.26727410782080485,51.009758013290465,54.86777809491924
CP000061,0.42505133470225875,0.3755418663016199,26.88626305428061,19.371994276312602
CP000083,0.39310731297282153,0.33809657233585505,38.00542695387089,30.46081482872266
CP000088,0.13634226610249178,0.14908843963851015,67.50285331947377,83.77434685436344
CP000089,0.29493600445186424,0.22920917578680516,59.24722023752395,69.83350770181697
CP000103,0.24012979989183342,0.2450573883781023,53.94264822125698,60.38097430302666
CP000109,0.36824324324324326,0.30940315315315314,43.12997222924752,41.76347489024347
CP000116,0.14513422818791946,0.1593959731543624,66.06722296893027,83.50812300707801
CP000140,0.34221799143265114,0.3117034216510656,45.05957647485263,51.05677539925933
CP000141,0.2398871119473189,0.30887425525243023,42.04970185549152,39.535416446941035
CP000153,0.33618233618233617,0.34931940487496044,34.46195676613094,25.425114861501307
CP000155,0.28454661558109834,0.24450120618702995,53.86974591515463,61.05746474959016
CP000157,0.23142857142857143,0.19817460317460317,63.068512035455406,77.17354765752737
CP000158,0.22428820453224868,0.20285363806572407,61.93028325615428,74.14299571325925
CP000232,0.19276270006958943,0.2336658161292817,55.79153707569736,64.43002637918988
CP000238,0.46518105849582175,0.40513772825750544,33.234770341914974,19.720723690425825
CP000245,0.1380920613742495,0.14987769624193906,69.99670531593956,91.31977921211823
CP000252,0.25609065155807365,0.25904941768964435,51.460038373226816,57.04670184084418
CP000264,0.1800288046087374,0.18653651250866804,62.332175460869756,75.41608957612769
CP000267,0.22242479489516864,0.22404537627874,59.87933375732678,72.1806538037545
CP000282,0.34566093006224824,0.2959843769071158,45.82607600427956,44.5828860197993
CP000284,0.2841147655703289,0.24764792784386905,55.71908220615934,64.99896280610056
CP000285,0.19774590163934427,0.17332650273224043,63.91185638668967,79.91249954817198
CP000316,0.18353800199137071,0.20149721576870597,62.47230909815348,77.09299266599201
CP000319,0.20628150445909268,0.21188229718667873,61.713781836805225,75.70930010645063
CP000352,0.2439909297052154,0.18679768203577726,63.820295314082756,79.09870616890429
CP000360,0.21598826549321598,0.21488815548221488,58.38384331781577,71.79140257261432
CP000377,0.2440771349862259,0.19583715947352312,60.412916463861535,71.26991283602997
CP000383,0.413109098749461,0.3330937664702218,38.84645420098899,35.52122903381832
CP000386,0.09107468123861566,0.1436956081764825,70.47658403570273,91.23163201373471
CP000387,0.3117378048780488,0.3025067750677507,43.4002181344688,42.92532747553288
CP000388,0.33392603129445236,0.29401770191243876,44.61609348747495,43.713301961934846
CP000390,0.19531615925058549,0.19833463440020818,61.06678699297397,72.55384668026387
CP000393,0.343115676204451,0.3392027390560039,34.143356453871355,25.13635559598903
CP000411,0.44127332601536773,0.3815099402366142,37.88888283571569,33.76575792724595
CP000414,0.38185085354896675,0.33243486073674755,37.71033695121066,30.33467860372307
CP000422,0.3691073219658977,0.31093279839518556,37.357828886583455,29.55305813629921
CP000448,0.27300613496932513,0.27750511247443765,44.86592341448712,46.00755658267348
CP000449,0.24538258575197888,0.2012606273819994,62.72763433646602,75.510574803482
CP000453,0.1670235546038544,0.14029661353001824,67.53125206047478,85.30676977140472
CP000471,0.25320371188687585,0.237246526243433,54.16747800281423,59.88428780616274
CP000473,0.1806366047745358,0.20583554376657826,61.90245684170811,75.52030470556426
CP000478,0.20390070921985815,0.18695823483057525,59.94872802991272,74.24832713519152
CP000481,0.15170008718395817,0.14346604669185314,66.907355721617,78.94598173111915
CP000482,0.20833333333333334,0.21136653895274585,59.024176646706586,73.98205392137992
CP000492,0.28247162673392184,0.2800196160851899,48.35144813079669,50.67711844794025
CP000509,0.13033061811212265,0.13746472874407709,71.65195409187281,92.81406721874863
CP000510,0.3863187030446817,0.3180440226703572,40.08627514969522,35.57629688729763
CP000513,0.39889705882352944,0.3053513071895425,44.39572461942635,40.5495198271762
CP000542,0.23768006065200908,0.1755117513267627,65.27908838713583,80.90000850352706
CP000544,0.16361886429258904,0.14383488396962893,67.98172974539025,84.64422625602133
CP000554,0.29141835518474374,0.2779764269633161,50.00758571202252,48.793791829298776
CP000555,0.1696583671105964,0.14321559544489482,69.19775134482882,88.63460991790933
CP000613,0.1676099259904223,0.12983118076718425,70.46127199295242,89.54181281369318
CP000628,0.27,0.22560606060606062,60.33744223033959,74.44371632426507
CP000655,0.36754176610978523,0.3097321665340758,44.83410434871196,40.6625825389489
CP000679,0.21978798586572437,0.31291715744012566,35.25407580106219,30.74653621379769
CP000685,0.38826650943396224,0.34745151991614254,34.11285327951776,27.034000666860624
CP000686,0.22852701127089,0.22079716716327677,60.38734500391099,69.01942839263505
CP000724,0.33458646616541354,0.3074732285258601,36.82202449465125,30.896708831942302
CP000733,0.2708333333333333,0.28344907407407405,42.43578946783289,40.41325594154757
CP000747,0.12739641311069883,0.14725486154057582,71.34637304176034,93.5555385658818
CP000749,0.3709558823529412,0.32226307189542486,42.59406816481398,38.17101726266472
CP000750,0.06937471474212688,0.09077539428977129,74.43503011751491,94.07252668025595
CP000758,0.31689272503082616,0.24681463214138924,56.050901587193835,64.0543638555241
CP000769,0.11891891891891893,0.10954030954030954,73.53140115839552,94.22784852281781
CP000774,0.18100056211354693,0.20079945037786523,62.32809544427542,76.73750460300515
CP000781,0.17355072463768115,0.16561996779388083,67.46469253526226,86.0886474535049
CP000792,0.28116710875331563,0.35484821691718244,39.428959063005145,38.71452976076315
CP000812,0.3416856492027335,0.3161225006327512,38.69703307479551,34.41281828389921
CP000820,0.13219922115187538,0.13167543440140284,71.15359736683484,87.63143146480357
CP000828,0.2656817631387745,0.2940986518123839,47.253850255638156,46.06813062425631
CP000830,0.15209988649262202,0.15203682683818892,66.01545182795789,83.77073528789407
CP000849,0.39691289966923926,0.36371432071542326,31.628209656110613,21.417195212950954
CP000850,0.14228987425545997,0.13765718067504965,69.51852813884236,85.4082585064443
CP000859,0.24987225344915687,0.24663600749446432,56.168615578397166,68.50587537173752
CP000875,0.2592010066058509,0.2530495264059278,50.715668122094606,51.040165935922595
CP000879,0.3349112426035503,0.32781065088757394,34.12319063694373,28.420729345366375
CP000884,0.1915732040012125,0.17011889124650567,66.47625701254553,84.07911259983818
CP000910,0.2363744075829384,0.21721958925750395,56.271325568496955,60.47196550385885
CP000922,0.24579663730984788,0.31376212080775734,41.77675142074495,37.701730356453794
CP000927,0.1574621959237344,0.18609832712396815,67.46329596602476,87.70094842619467
CP000930,0.20842105263157895,0.22087719298245614,56.97519060078877,68.22634506617258
CP000934,0.37166900420757365,0.27105085450106486,51.99123885929493,56.896757627340584
CP000961,0.3744131455399061,0.31207616066771,43.70099216514868,41.29000850485296
CP000975,0.22192749778956675,0.304745063365753,45.482774375914076,46.05430458183938
CP000976,0.44715447154471544,0.4232158988256549,27.586044045449377,17.395862127615185
CP001013,0.20239880059970014,0.150202676439558,68.89968087769532,89.23154843592413
CP001016,0.24847746650426308,0.23571074119186178,57.059896843113435,65.78150895109407
CP001032,0.15639374425023,0.16903472009267778,65.3411396022395,81.9671041519464
CP001034,0.3596349973161567,0.33261764179638575,36.322296518432616,27.99392375840899
CP001037,0.33571996817820204,0.3133563157429506,41.41495802568809,35.616191944563184
CP001055,0.3455019556714472,0.30262204838476026,39.9521283650997,37.74397246495816
CP001071,0.2144948755490483,0.25939482674475356,55.76235444438689,66.1332859446021
CP001080,0.3317901234567901,0.3295610425240055,32.027444977867134,22.790509467385593
CP001087,0.2923508209851822,0.2753971432385529,48.84700915518548,52.836817820193346
CP001096,0.2433896145269194,0.19149764610102296,64.85980862601781,82.90742026528429
CP001098,0.351865398683248,0.34601316752011707,37.88319203024189,33.786409287968056
CP001099,0.25137903861308114,0.2555818229577095,55.79611479572558,69.02420994637633
CP001100,0.25753569539925963,0.3067160232681121,45.03891960299454,47.72449961856626
CP001108,0.25133282559025133,0.2652111364982652,50.09512826298299,54.21922235352343
CP001110,0.2447089947089947,0.27388300999412113,48.077586989495195,49.49516185782046
CP001130,0.382051282051282,0.36495726495726494,34.84701003004782,29.13169402717011
CP001145,0.23031496062992127,0.2626859142607174,44.77013317313631,44.262191729947915
CP001146,0.29942418426103645,0.34591597355512904,33.74098909839709,25.25509057695437
CP001147,0.33127572016460904,0.3529949702789209,34.12890388925458,25.189125038775195
CP001154,0.2692725298588491,0.2027385691880806,62.352314953733114,74.62992883864295
CP001185,0.375,0.3516666666666667,30.810792316194576,20.67361429565975
CP001196,0.18934646374216652,0.21247388839152492,62.39947949997183,76.77031524946466
CP001221,0.2913938260056127,0.3668017877559505,35.018341481270625,29.477380176160356
CP001230,0.3443298969072165,0.35784650630011455,37.15639771142485,31.861305464824948
CP001275,0.17929292929292928,0.17648709315375982,63.647038501132805,72.9871667891634
CP001279,0.4720496894409938,0.42121002990568207,33.507531417691254,27.10517985178629
CP001280,0.14554411106135243,0.18092252575011195,63.08336217288401,76.45252457351022
CP001281,0.17848643503093764,0.14548627637632874,68.4042033605177,88.91894428937042
CP001312,0.17869615832363214,0.1546371750097012,66.56188702841807,83.3079662100825
CP001322,0.2779220779220779,0.24981962481962483,54.484597610000684,67.75526163417368
CP001349,0.18292163543441226,0.15594832481544577,68.85724725505182,86.3187841485118
CP001364,0.2657098525989139,0.23713472976467545,56.681900568424446,60.57701687395504
CP001397,0.373320537428023,0.3643100874386863,35.31529911368425,27.75319641027493
CP001429,0.37341772151898733,0.4029535864978903,28.210940762393367,17.793243841133254
CP001472,0.1915294117647059,0.20423529411764707,60.4970106770533,73.77791604268056
CP001560,0.36849442379182157,0.22470053696819495,56.508328874835435,64.81461270368001
CP001607,0.40425531914893614,0.30631543397500843,42.230964944326395,40.50556652796647
CP001614,0.26858041683051515,0.25949228819854064,50.89065163357059,54.15317727129128
CP001616,0.4501440922190202,0.28940121677873837,49.02701933458781,49.43651106937553
CP001618,0.06204986149584488,0.10809479839950754,73.1165816375156,93.508394340234
CP001619,0.3136498516320475,0.2720738542697,51.54499489795186,62.60272180978048
CP001628,0.12035541195476575,0.09827679052234788,72.99524968443846,94.18728425581112
CP001629,0.23678290213723285,0.2239095113110861,58.64699871178244,72.65282632279684
CP001630,0.11750599520383694,0.10868638422595257,73.70887317195238,95.64978768000415
CP001631,0.11243386243386243,0.1424162257495591,68.28933205508218,81.79973028214049
CP001632,0.3743190661478599,0.31232166018158236,39.587971334806774,37.94599582488661
CP001634,0.3309438470728793,0.28461436346741004,41.54598836032433,40.578560825197755
CP001643,0.09739524348810873,0.10117025292563231,72.04577492840924,93.44528426093845
CP001650,0.35400696864111497,0.3385210994967093,36.218453032231466,30.82374537843387
CP001673,0.28727025187202176,0.29543907420013615,42.69275481900595,45.30374804363393
CP001674,0.31229012760241776,0.2574434743675845,54.86042281266869,62.28717455029545
CP001678,0.28767908309455587,0.2999681630054123,45.23012065555781,39.00734386460533
CP001681,0.3590015932023367,0.32790464388977403,42.048886254415436,41.33641860750082
CP001682,0.21297429620563035,0.26451788385692915,50.911544290902974,49.39214993163769
CP001683,0.15366759517177345,0.15717528113071288,67.31513626217375,84.17864360783871
CP001684,0.1728465487735311,0.19224187107815174,60.211599355205216,77.75462379883919
CP001685,0.38809831824062097,0.36150639643524507,29.645686057405673,21.00358927527143
CP001686,0.10347222222222222,0.11165123456790123,71.62753355087784,91.9132132312207
CP001699,0.37558485750744364,0.305354695401484,45.227118022356336,47.48751280015063
CP001700,0.14110776186887716,0.15071590052750566,69.7670815078113,90.08950101810333
CP001706,0.2224025974025974,0.19715007215007216,58.416683456706785,62.88361486086754
CP001707,0.3792633015006821,0.30347127482188874,43.6871005756164,41.506369295549725
CP001708,0.26420079260237783,0.3042712461470718,36.06876441464908,31.07904651251324
CP001712,0.2609182530795073,0.23111857658330223,55.29329254078098,68.05023421839718
CP001713,0.3100917431192661,0.33904179408766566,40.54987026800535,34.86316746624007
CP001721,0.26540880503144654,0.30384346610761703,45.686599019953945,41.291892809192
CP001722,0.3674008810572687,0.3262848751835536,46.82890532673874,45.2324263077635
CP001726,0.11026200873362445,0.163391557496361,64.20459989097697,85.09596244650568
CP001734,0.22894572676232064,0.21272613849033062,57.54005161463308,68.36478032949981
CP001736,0.14147821290678433,0.13819942391370962,70.5679064337855,91.3588572632568
CP001737,0.17515348501263994,0.13466554311624734,70.91646318382362,90.53150839697254
CP001738,0.10376134889753567,0.12732382187635105,71.6420205227295,91.97339791302234
CP001739,0.37436974789915967,0.338608776844071,33.4515920686913,27.24160062723166
CP001769,0.2993371819542442,0.2772670040149193,50.19282050444146,55.96873572319882
CP001778,0.12901113294040603,0.15196827475805866,68.13393500923839,88.09381245540217
CP001779,0.37649063032367974,0.3630512966117736,26.314554865997263,12.32694760196901
CP001785,0.14303959131545338,0.2237831701433234,59.448431527349946,72.37828352502143
CP001798,0.25158150851581507,0.27266828872668286,51.58400922482495,53.485286955641755
CP001801,0.3289902280130293,0.26085776330076005,54.71364202678709,60.740488868978716
CP001804,0.1300148588410104,0.12907930218479996,69.4833879119411,88.43233058581215
CP001807,0.14925373134328357,0.19789939192924266,64.53711118823745,80.28148464275614
CP001810,0.47277936962750716,0.33505253104106975,40.212540550758916,37.81252784449697
CP001814,0.14418604651162792,0.1335055986218777,70.86660360569266,91.04996317509303
CP001818,0.23338257016248154,0.21532906614147382,63.79256619243765,85.21930259367649
CP001819,0.06712328767123288,0.10923389142567225,71.88650620102021,93.07957665490976
CP001820,0.5361111111111111,0.35771604938271606,38.629275160847634,30.48109380943077
CP001821,0.0919674039580908,0.12391669900400983,72.48758675378917,93.35958667505398
CP001823,0.16095669036845509,0.14731020613373555,68.10279190363633,86.84567382580762
CP001825,0.3073770491803279,0.2877959927140255,48.072840582412866,49.039950164651025
CP001834,0.3376463339494763,0.3306633805709591,34.910266713469305,25.096711119872783
CP001843,0.22428748451053285,0.275024094726697,50.837527436243604,55.38517961905614
CP001848,0.32019149535342156,0.23530148002127727,57.464697308785595,65.2958557927804
CP001851,0.273371104815864,0.2363078375826251,57.15114056237365,65.42315991203353
CP001854,0.09499770536943553,0.12095252664321045,72.7334268541423,93.05789371916354
CP001867,0.08735868448098665,0.11689695862357732,73.98410933815462,94.15596217773754
CP001874,0.14323607427055704,0.11081638667845564,72.42917381865672,94.18718061027457
CP001875,0.3553826199740597,0.23922755440265167,53.69076617993087,59.15311209933013
CP001896,0.22336769759450173,0.18839251622756778,64.37262380054115,79.69600379969924
CP001928,0.2825112107623318,0.33814980900182695,43.780170409656044,42.1954023505676
CP001940,0.2226148409893993,0.2165685119748724,60.28630983067459,74.03243522590553
CP001958,0.13224893917963224,0.15967311016815966,66.79128951233038,83.1051939555314
CP001962,0.10256410256410256,0.17738791423001948,64.8850372187184,81.96628292578141
CP001965,0.2819745699326851,0.23551898944569102,57.54174246318486,70.31419961261645
CP001966,0.21210230817217718,0.16448326055312956,68.41297028848486,85.67817414630017
CP001968,0.3458333333333333,0.31351851851851853,42.536630875053575,41.56504034691842
CP001992,0.2140845070422535,0.23849765258215963,55.41328127911744,60.74478048316092
CP001997,0.28921568627450983,0.2769607843137255,45.30685774758254,42.19687256774173
CP001998,0.2640599892876272,0.2443016128072368,53.60177947414012,60.33642787963222
CP001999,0.3915603532875368,0.39286882564605824,28.360850626598605,15.387206237033068
CP002006,0.3338323353293413,0.30023286759813705,47.685532961335895,55.794058886111884
CP002017,0.198261814231396,0.1899933610960227,59.114130784816446,69.22860875734256
CP002018,0.26145038167938933,0.19836726039016114,61.69031954887218,72.45978262053252
CP002026,0.14460887949260043,0.16885130373502466,67.88473004222645,88.27897265025898
CP002028,0.27165586328815555,0.289726969161265,45.8824557802963,47.40308034283177
CP002038,0.373567335243553,0.25210920089143585,56.29633286083819,65.62455894555883
CP002039,0.2581939799331104,0.19650687476774434,63.40456378594629,81.03757687531623
CP002042,0.15335276967930028,0.20369290573372206,62.363628418098884,77.06390346716893
CP002045,0.27702702702702703,0.26288788788788786,53.133241430422814,55.033739805660026
CP002046,0.3853211009174312,0.3592422697927285,33.90002986831527,23.466456748162543
CP002047,0.11363270561725415,0.1316236564908704,70.75458902611386,89.61386741183121
CP002048,0.20031055900621117,0.24646307798481712,50.989395811950565,57.152346970982165
CP002049,0.055357142857142855,0.14702380952380953,68.13901247639092,86.71738037908737
CP002056,0.3404657016991819,0.3233340325851339,42.63513069668623,37.17490546805735
CP002084,0.27155727155727155,0.25125125125125125,55.04438159275664,64.9143046600976
CP002085,0.13064295485636115,0.15002279981760147,65.7034940481124,85.33284497865574
CP002102,0.19736842105263158,0.17046783625730993,68.42270096651546,87.4378435672643
CP002105,0.3780487804878049,0.35528455284552846,36.63129515920823,27.792427182256002
CP002106,0.09990749306197964,0.1562339397677048,64.69752852971105,83.97991500727677
CP002116,0.3039278815196394,0.28289332474779993,48.96514158879408,50.17874320552298
CP002131,0.275705186533212,0.2821757152967344,46.820114603503896,51.908446748191295
CP002156,0.18700361010830324,0.1953469715202567,60.65609859703726,70.43873435702011
CP002157,0.3457008244994111,0.3337259521005104,36.977445412770045,32.209989610809885
CP002158,0.3677264547090582,0.2938079050856495,48.0491303157634,56.060084648837645
CP002159,0.3045489591364688,0.2797053028356035,52.754823680596594,57.67405650260274
CP002162,0.10859329017068864,0.12265384866915179,72.82213415331078,92.92320183484325
CP002171,0.33209785025945143,0.3545836422041018,34.112512528035516,27.53386588731037
CP002198,0.32676348547717843,0.3163900414937759,40.22255163651048,33.81060954169641
CP002209,0.2397833579517479,0.18009737950653756,60.21947303196726,74.59866125458424
CP002224,0.24865350089766608,0.19868342309994017,61.72374467055032,72.70388841676859
CP002271,0.11899260628465803,0.16053090983774904,67.45864534737987,84.79390248820647
CP002273,0.22014449638759032,0.25848798224488834,47.49750214689114,52.27503323979917
CP002280,0.2326283987915408,0.25008392077878483,53.687692660687745,57.15919320444134
CP002281,0.3599274705349048,0.34592525435680466,34.534494620965724,27.628289964493646
CP002287,0.19400679641643498,0.16187828236021007,65.9875561360569,84.34228057699373
CP002292,0.20485175202156333,0.19217330538085256,62.24843185985493,76.3670502292069
CP002304,0.35169158143194335,0.36060844479412535,33.16135481113169,22.76332038951294
CP002305,0.33507853403141363,0.32527216820410537,40.41362648482518,37.992539885975695
CP002339,0.31828193832599116,0.29401207374775656,43.506790224265245,40.02699928744964
CP002343,0.0944527736131934,0.1274918096507302,70.70365089596365,90.52364365277442
CP002344,0.10175879396984924,0.1041317699609157,72.48208595927298,90.15164594001295
CP002345,0.3716564992961051,0.3149799259606862,38.85666655089779,36.90686604784456
CP002347,0.3469387755102041,0.3492063492063492,35.753011699226306,31.623728921601412
CP002349,0.37528921795465064,0.3446449688930022,35.51221813052385,30.05027712289496
CP002353,0.20558813383925492,0.19470315434440996,62.444079661404686,73.5681544322742
CP002355,0.39146341463414636,0.3502710027100271,44.994259801835,46.09885495021901
CP002360,0.31587301587301586,0.308994708994709,43.45191857580361,43.37644513416864
CP002361,0.10103626943005181,0.13399539435808866,70.02482703542627,92.225683629916
CP002364,0.2472345132743363,0.2222222222222222,58.92757515896828,71.9643941822454
CP002382,0.32796934865900385,0.2547467007237122,54.71298554422008,63.353420928571396
CP002390,0.31129476584022037,0.3166003469033772,35.445507329835344,31.35175195404921
CP002395,0.2214765100671141,0.2345679012345679,59.180881385322195,71.02120927328849
CP002400,0.2132616487455197,0.23058542413381122,55.5585100725393,67.47799906657528
CP002417,0.18909899888765294,0.18110657932682403,66.47972170008927,85.93058828009994
CP002422,0.268970189701897,0.23878349894610057,51.498769329353344,60.30832086948006
CP002432,0.21663920922570015,0.22743913600585758,56.10872507194258,66.87424598584889
CP002444,0.2289855072463768,0.279549114331723,52.11486869899255,62.2729356661938
CP002452,0.25,0.2709235209235209,53.911915803900946,68.33222814869386
CP002453,0.3489821354383049,0.33882657065041777,33.76617850633946,24.839353603043133
CP002455,0.3752244165170557,0.3382206263714343,35.921712449965995,30.660974563700265
CP002479,0.17357512953367876,0.19417715272637553,61.17795371438165,80.3803493560879
CP002512,0.36865148861646235,0.28925861062463515,41.88288753247277,41.028908230133354
CP002514,0.1426344505066251,0.1939031783147138,61.37353066787112,71.2925836697303
CP002521,0.16262042389210019,0.1458788268036823,68.82101430637869,88.12235027596982
CP002528,0.4028985507246377,0.34202898550724636,37.28913304540747,29.071976736729933
CP002542,0.3602318323673651,0.3239213355129539,36.494677869818496,30.773281060935545
CP002543,0.35038363171355497,0.33844842284739984,34.94858518464715,25.794333719559578
CP002544,0.3118987341772152,0.2991279887482419,43.35854115212846,45.50594221801111
CP002546,0.24555962785452495,0.22801741690943833,56.448637682336866,65.06472505094511
CP002547,0.2650874224478285,0.2687221908880115,46.350190020427156,48.834887434354
CP002548,0.401244167962675,0.3780888197684465,27.19146803587076,21.19632291729623
CP002568,0.1475826972010178,0.148195269060409,67.21816850258045,86.10177881547655
CP002584,0.34660719974514176,0.31705072386818167,41.10174901777252,39.68411988829821
CP002593,0.10602910602910603,0.11124311124311125,73.30953216701418,93.37673601152711
CP002606,0.28055555555555556,0.32592592592592595,37.47425387888553,34.82711355754928
