Accession,P0_stop_f,P0_TAA_freq,P0_TAG_f,P0_TGA_f,P1_stop_f,P1_TAA_freq,P1_TAG_f,P1_TGA_f,P2_stop_f,P2_TAA_freq,P2_TAG_f,P2_TGA_f,P3_stop_f,P3_TAA_freq,P3_TAG_f,P3_TGA_f,P4_stop_f,P4_TAA_freq,P4_TAG_f,P4_TGA_f,P5_stop_f,P5_TAA_freq,P5_TAG_f,P5_TGA_f,P6_stop_f,P6_TAA_freq,P6_TAG_f,P6_TGA_f,Genomic_GC,Genomic_GC3
AM494475,1.0,0.6146788990825688,0.21674311926605505,0.16857798165137614,0.09403669724770643,0.0676605504587156,0.01261467889908257,0.013761467889908258,0.09288990825688073,0.04243119266055046,0.020642201834862386,0.02981651376146789,0.08486238532110092,0.058486238532110095,0.014908256880733946,0.011467889908256881,0.08027522935779817,0.040137614678899085,0.020642201834862386,0.0194954128440367,0.09403669724770643,0.04472477064220184,0.01834862385321101,0.03096330275229358,0.10091743119266056,0.0676605504587156,0.020642201834862386,0.01261467889908257,30.5310497961732,21.365218147233982
AM711867,1.0,0.019011406844106463,0.2553865652724968,0.7256020278833967,0.0063371356147021544,0.0006337135614702154,0.0019011406844106464,0.0038022813688212928,0.0038022813688212928,0.0,0.0006337135614702154,0.0031685678073510772,0.0076045627376425855,0.0,0.0012674271229404308,0.0063371356147021544,0.008238276299112801,0.0012674271229404308,0.0012674271229404308,0.005703422053231939,0.009505703422053232,0.0006337135614702154,0.0006337135614702154,0.008238276299112801,0.005069708491761723,0.0,0.0006337135614702154,0.004435994930291508,72.66422692563216,94.7975161479547
AM743169,1.0,0.18018362662586074,0.14690130068859986,0.6729150726855394,0.013006885998469778,0.0019127773527161439,0.0038255547054322878,0.0072685539403213465,0.01874521805661821,0.0011476664116296864,0.008798775822494262,0.008798775822494262,0.010711553175210406,0.0022953328232593728,0.0034429992348890587,0.004973221117061974,0.016449885233358837,0.0019127773527161439,0.0045906656465187455,0.009946442234123947,0.019127773527161437,0.00038255547054322876,0.009563886763580718,0.009181331293037491,0.013006885998469778,0.001530221882172915,0.0038255547054322878,0.0076511094108645756,66.32404518043852,83.25334333965804
AM889285,1.0,0.17485159201295197,0.17862924986508366,0.6465191581219644,0.019967620075553156,0.0064759848893685915,0.0021586616297895305,0.011332973556395036,0.0124123043712898,0.0032379924446842958,0.0010793308148947653,0.008094981111710739,0.016189962223421478,0.0037776578521316784,0.002698327037236913,0.009713977334052886,0.022126281705342688,0.0059363194819212085,0.0032379924446842958,0.012951969778737183,0.02050728548300054,0.0032379924446842958,0.0032379924446842958,0.014031300593631947,0.01834862385321101,0.0037776578521316784,0.005396654074473826,0.009174311926605505,66.43110337985524,80.11588632313429
AM902716,1.0,0.23420221169036334,0.23617693522906794,0.5296208530805687,0.016192733017377565,0.0035545023696682463,0.005529225908372828,0.0071090047393364926,0.017377567140600316,0.004739336492890996,0.005924170616113744,0.006714060031595577,0.013428120063191154,0.00315955766192733,0.004344391785150079,0.005924170616113744,0.02093206951026856,0.005529225908372828,0.005924170616113744,0.009478672985781991,0.01263823064770932,0.002764612954186414,0.00315955766192733,0.006714060031595577,0.018562401263823063,0.0039494470774091624,0.00315955766192733,0.011453396524486572,65.48282415680934,81.62050779849977
AM942759,1.0,0.7343612334801762,0.14405286343612334,0.12158590308370044,0.10044052863436123,0.051982378854625554,0.02378854625550661,0.024669603524229075,0.07929515418502203,0.044933920704845816,0.02026431718061674,0.014096916299559472,0.09559471365638766,0.053744493392070485,0.021145374449339206,0.020704845814977973,0.07841409691629955,0.04537444933920705,0.014537444933920705,0.018502202643171806,0.08986784140969163,0.04977973568281938,0.015859030837004406,0.024229074889867842,0.07136563876651983,0.039647577092511016,0.013656387665198238,0.018061674008810574,38.89968663300527,30.75245291987967
AM999887,1.0,0.5623306233062331,0.24932249322493225,0.18834688346883469,0.08401084010840108,0.04065040650406504,0.02710027100271003,0.016260162601626018,0.05420054200542006,0.02981029810298103,0.013550135501355014,0.01084010840108401,0.08943089430894309,0.05013550135501355,0.02981029810298103,0.009485094850948509,0.08536585365853659,0.04742547425474255,0.023035230352303523,0.014905149051490514,0.08130081300813008,0.04200542005420054,0.018970189701897018,0.02032520325203252,0.07317073170731707,0.03929539295392954,0.017615176151761516,0.016260162601626018,34.19024523509989,26.635196840406515
AP006628,1.0,0.7890222984562607,0.09948542024013722,0.11149228130360206,0.07032590051457976,0.058319039451114926,0.005145797598627788,0.00686106346483705,0.058319039451114926,0.036020583190394515,0.008576329331046312,0.0137221269296741,0.08919382504288165,0.0634648370497427,0.015437392795883362,0.010291595197255575,0.08061749571183534,0.0548885077186964,0.00686106346483705,0.018867924528301886,0.10120068610634649,0.07204116638078903,0.00686106346483705,0.022298456260720412,0.07890222984562607,0.05317324185248713,0.010291595197255575,0.015437392795883362,27.75984301810356,19.896437816443562
AP006840,1.0,0.1498545101842871,0.34626576139670223,0.5038797284190106,0.010184287099903006,0.0009699321047526673,0.0038797284190106693,0.00533462657613967,0.014548981571290009,0.0019398642095053346,0.002909796314258002,0.009699321047526674,0.017943743937924344,0.0024248302618816685,0.002909796314258002,0.012609117361784675,0.015518913676042677,0.0024248302618816685,0.002909796314258002,0.010184287099903006,0.027643064985451018,0.004849660523763337,0.014064015518913677,0.008729388942774006,0.01066925315227934,0.0009699321047526673,0.002909796314258002,0.006789524733268671,68.6684043088666,89.4912651578391
AP007255,1.0,0.21677982541222116,0.26624636275460717,0.5169738118331717,0.01697381183317168,0.002909796314258002,0.0019398642095053346,0.01212415130940834,0.020853540252182348,0.005819592628516004,0.001454898157129001,0.013579049466537343,0.021823472356935016,0.004849660523763337,0.002909796314258002,0.014064015518913677,0.018913676042677012,0.005819592628516004,0.002909796314258002,0.010184287099903006,0.021823472356935016,0.0072744907856450046,0.0024248302618816685,0.01212415130940834,0.02376333656644035,0.00533462657613967,0.004364694471387003,0.014064015518913677,65.093510400737,83.14199548369172
AP008230,1.0,0.5193798449612403,0.23732856290995827,0.24329159212880144,0.05515802027429934,0.024746571258199165,0.01311866428145498,0.0172927847346452,0.06618962432915922,0.03309481216457961,0.014609421586165773,0.018485390578413835,0.06529516994633273,0.03011329755515802,0.012522361359570662,0.022659511031604056,0.052772808586762074,0.020274299344066785,0.010137149672033392,0.022361359570661897,0.06141920095408467,0.02802623732856291,0.012522361359570662,0.020870602265951103,0.05992844364937388,0.02802623732856291,0.010435301132975552,0.02146690518783542,47.35989345501921,50.59483233199998
AP008955,1.0,0.5837152871393907,0.23914801833378269,0.17713669452682665,0.05392289026691831,0.020221083850094364,0.013750337018064168,0.019951469398759775,0.05230520355891076,0.018873011593421408,0.012941493664060394,0.020490698301428956,0.04826098678889188,0.016716095982744674,0.012941493664060394,0.018603397142086815,0.04556484227554597,0.01752493933674845,0.011593421407387436,0.016446481531410085,0.05203558910757616,0.020221083850094364,0.012941493664060394,0.018873011593421408,0.042059854408196276,0.015368023726071718,0.01240226476139121,0.014289565920733351,47.2735528479921,49.388060253065156
AP008971,1.0,0.7707509881422925,0.1857707509881423,0.043478260869565216,0.11594202898550725,0.07378129117259552,0.021080368906455864,0.021080368906455864,0.08695652173913043,0.043478260869565216,0.021080368906455864,0.022397891963109356,0.0764163372859025,0.0461133069828722,0.010540184453227932,0.019762845849802372,0.07905138339920949,0.03689064558629776,0.023715415019762844,0.01844532279314888,0.07509881422924901,0.03820816864295125,0.019762845849802372,0.017127799736495388,0.077733860342556,0.04216073781291173,0.010540184453227932,0.025032938076416336,32.3127743623778,26.650776270876232
AP009152,1.0,0.032722513089005235,0.1511780104712042,0.8160994764397905,0.002617801047120419,0.0006544502617801048,0.0006544502617801048,0.0013089005235602095,0.0032722513089005235,0.0,0.0,0.0032722513089005235,0.0058900523560209425,0.0,0.0006544502617801048,0.005235602094240838,0.008507853403141362,0.0006544502617801048,0.0006544502617801048,0.007198952879581152,0.00981675392670157,0.0,0.0006544502617801048,0.009162303664921465,0.0137434554973822,0.0013089005235602095,0.001963350785340314,0.010471204188481676,71.16380109284755,92.56099655074152
AP009153,1.0,0.15153061224489797,0.22448979591836735,0.6239795918367347,0.01479591836734694,0.0020408163265306124,0.004081632653061225,0.008673469387755102,0.013775510204081633,0.0005102040816326531,0.004081632653061225,0.009183673469387756,0.019387755102040816,0.002551020408163265,0.004081632653061225,0.012755102040816327,0.020918367346938777,0.001530612244897959,0.004591836734693878,0.01479591836734694,0.027551020408163266,0.003061224489795918,0.007142857142857143,0.017346938775510204,0.019387755102040816,0.0010204081632653062,0.0020408163265306124,0.0163265306122449,64.27436141406316,76.88042010162982
AP009178,1.0,0.5860215053763441,0.17204301075268819,0.24193548387096775,0.06989247311827956,0.026881720430107527,0.024193548387096774,0.01881720430107527,0.06182795698924731,0.03494623655913978,0.013440860215053764,0.013440860215053764,0.05913978494623656,0.02956989247311828,0.008064516129032258,0.021505376344086023,0.053763440860215055,0.024193548387096774,0.01881720430107527,0.010752688172043012,0.06451612903225806,0.043010752688172046,0.01881720430107527,0.002688172043010753,0.06720430107526881,0.043010752688172046,0.005376344086021506,0.01881720430107527,39.688625407429775,36.53261266972793
AP009179,1.0,0.5632393084622384,0.2538671519563239,0.18289353958143767,0.05004549590536852,0.025477707006369428,0.015468607825295723,0.009099181073703366,0.07097361237488627,0.03184713375796178,0.01637852593266606,0.022747952684258416,0.06642402183803457,0.03366696997270246,0.020018198362147407,0.012738853503184714,0.050955414012738856,0.025477707006369428,0.007279344858962694,0.018198362147406732,0.06187443130118289,0.029117379435850774,0.01364877161055505,0.01910828025477707,0.05004549590536852,0.0272975432211101,0.010009099181073703,0.012738853503184714,43.87148618201701,46.96062298295081
AP009380,1.0,0.4834123222748815,0.21800947867298578,0.2985781990521327,0.02764612954186414,0.01263823064770932,0.0071090047393364926,0.007898894154818325,0.03475513428120063,0.014218009478672985,0.0071090047393364926,0.013428120063191154,0.0315955766192733,0.011848341232227487,0.009478672985781991,0.010268562401263823,0.023696682464454975,0.008688783570300158,0.007898894154818325,0.0071090047393364926,0.03949447077409163,0.014218009478672985,0.009478672985781991,0.01579778830963665,0.04818325434439179,0.02843601895734597,0.010268562401263823,0.009478672985781991,48.359283634112224,53.05509468872864
AP009384,1.0,0.07576343254735214,0.11751063007344414,0.8067259373792037,0.00889060688055663,0.001932740626207963,0.0023192887514495554,0.004638577502899111,0.011596443757247778,0.0015461925009663702,0.001932740626207963,0.008117510630073444,0.00889060688055663,0.002705836876691148,0.001932740626207963,0.004252029377657518,0.01352918438345574,0.002705836876691148,0.001932740626207963,0.00889060688055663,0.010823347506764593,0.001932740626207963,0.001932740626207963,0.006957866254348666,0.01507537688442211,0.0023192887514495554,0.002705836876691148,0.010050251256281407,67.31902211118089,85.58033965760337
AP009389,1.0,0.5275545350172216,0.2336394948335247,0.23880597014925373,0.03444316877152698,0.01951779563719862,0.0057405281285878304,0.009184845005740528,0.06371986222732491,0.03788748564867968,0.014925373134328358,0.010907003444316877,0.04362801377726751,0.023536165327210104,0.010332950631458095,0.00975889781859931,0.0539609644087256,0.032721010332950634,0.006888633754305396,0.014351320321469576,0.04305396096440873,0.027554535017221583,0.004592422502870264,0.010907003444316877,0.04649827784156142,0.02812858783008037,0.006314580941446613,0.012055109070034443,52.96110399537247,62.3289097746804
AP009484,1.0,0.7199265381083563,0.1919191919191919,0.0881542699724518,0.10192837465564739,0.06519742883379247,0.015610651974288337,0.021120293847566574,0.08080808080808081,0.04040404040404041,0.012855831037649219,0.027548209366391185,0.07346189164370982,0.030303030303030304,0.017447199265381085,0.025711662075298437,0.07713498622589532,0.03948576675849403,0.013774104683195593,0.023875114784205693,0.06703397612488522,0.04040404040404041,0.010101010101010102,0.01652892561983471,0.08080808080808081,0.03213957759412305,0.023875114784205693,0.024793388429752067,36.87685627905118,30.775165231510314
AP009510,1.0,0.583984375,0.177734375,0.23828125,0.072265625,0.0390625,0.015625,0.017578125,0.0703125,0.03515625,0.009765625,0.025390625,0.064453125,0.03515625,0.015625,0.013671875,0.056640625,0.0234375,0.01171875,0.021484375,0.0625,0.0390625,0.009765625,0.013671875,0.068359375,0.033203125,0.01953125,0.015625,35.20740200576095,30.40007037897882
AP009552,1.0,0.5153504128731738,0.26402710141858987,0.22062248570823628,0.0408638577175524,0.020326063942409486,0.013550709294939657,0.006987084480203261,0.06034300232902816,0.0296421765826805,0.011433410967605336,0.019267414778742324,0.05293245818335803,0.021384713106076647,0.015244547956807113,0.016303197120474275,0.05907262333262757,0.023713741266144398,0.019479144611475756,0.01587973745500741,0.053779377514291765,0.026042769426212153,0.012280330298539064,0.015456277789540547,0.08088079610417108,0.0414990472157527,0.018208765615075163,0.021172983273343216,42.33063114485447,39.50931745666048
AP010904,1.0,0.2908180300500835,0.3919866444073456,0.31719532554257096,0.018697829716193656,0.006343906510851419,0.005342237061769616,0.007011686143572621,0.019031719532554257,0.00667779632721202,0.002337228714524207,0.01001669449081803,0.01669449081803005,0.006343906510851419,0.002671118530884808,0.007679465776293823,0.018697829716193656,0.007679465776293823,0.001669449081803005,0.009348914858096828,0.035726210350584306,0.015025041736227046,0.006010016694490818,0.014691151919866445,0.018030050083472453,0.008013355592654424,0.003005008347245409,0.007011686143572621,62.769421550751524,77.06766538646693
AP010946,1.0,0.15991116046640755,0.12326485285952249,0.71682398667407,0.011660188784008884,0.001665741254858412,0.004441976679622432,0.00555247084952804,0.016102165463631316,0.00277623542476402,0.001665741254858412,0.011660188784008884,0.012770682953914493,0.003331482509716824,0.001665741254858412,0.007773459189339256,0.01665741254858412,0.001665741254858412,0.001110494169905608,0.0138811771238201,0.020544142143253747,0.004441976679622432,0.003886729594669628,0.012215435868961688,0.018323153803442533,0.004441976679622432,0.001665741254858412,0.012215435868961688,67.76023397993896,87.04108079465419
AP010953,1.0,0.6454659949622166,0.08532745591939547,0.26920654911838793,0.06769521410579345,0.03589420654911839,0.012279596977329974,0.01952141057934509,0.045969773299748114,0.02392947103274559,0.006612090680100755,0.015428211586901764,0.04785894206549118,0.025503778337531487,0.0069269521410579345,0.015428211586901764,0.04124685138539043,0.022355163727959697,0.005037783375314861,0.013853904282115869,0.041876574307304786,0.0163727959697733,0.007241813602015114,0.018261964735516372,0.06486146095717885,0.028337531486146095,0.008816120906801008,0.027707808564231738,50.68482282649143,52.79602195346696
AP010968,1.0,0.03296703296703297,0.152276295133438,0.814756671899529,0.002354788069073783,0.0,0.0005886970172684458,0.0017660910518053376,0.007260596546310832,0.0005886970172684458,0.0009811616954474097,0.005690737833594976,0.009615384615384616,0.0007849293563579278,0.0017660910518053376,0.00706436420722135,0.008437990580847723,0.0007849293563579278,0.0011773940345368916,0.006475667189952904,0.010596546310832025,0.00019623233908948196,0.0021585557299843012,0.008241758241758242,0.010596546310832025,0.0009811616954474097,0.0009811616954474097,0.008634222919937205,74.19750348332366,95.43552890821465
AP011112,1.0,0.4483985765124555,0.19572953736654805,0.35587188612099646,0.05693950177935943,0.03914590747330961,0.0071174377224199285,0.010676156583629894,0.03202846975088968,0.017793594306049824,0.0035587188612099642,0.010676156583629894,0.07473309608540925,0.03914590747330961,0.014234875444839857,0.021352313167259787,0.05338078291814947,0.03558718861209965,0.0035587188612099642,0.014234875444839857,0.06405693950177936,0.046263345195729534,0.0035587188612099642,0.014234875444839857,0.0498220640569395,0.03202846975088968,0.014234875444839857,0.0035587188612099642,44.000263892354866,46.140012543177605
AP011121,1.0,0.5730103806228374,0.09757785467128027,0.32941176470588235,0.03806228373702422,0.020761245674740483,0.006920415224913495,0.010380622837370242,0.044290657439446365,0.02422145328719723,0.006228373702422145,0.01384083044982699,0.03529411764705882,0.01660899653979239,0.006228373702422145,0.01245674740484429,0.031141868512110725,0.01591695501730104,0.007612456747404845,0.007612456747404845,0.035986159169550176,0.01591695501730104,0.005536332179930796,0.01453287197231834,0.033910034602076124,0.01384083044982699,0.008304498269896194,0.011764705882352941,53.03682379505382,53.06410333113375
AP011529,1.0,0.7240204429301533,0.16013628620102216,0.11584327086882454,0.08517887563884156,0.06984667802385008,0.0068143100511073255,0.008517887563884156,0.0817717206132879,0.04088586030664395,0.018739352640545145,0.022146507666098807,0.09880749574105621,0.06814310051107325,0.013628620102214651,0.017035775127768313,0.07495741056218058,0.04088586030664395,0.018739352640545145,0.015332197614991482,0.056218057921635436,0.03577512776831346,0.010221465076660987,0.010221465076660987,0.0817717206132879,0.04088586030664395,0.018739352640545145,0.022146507666098807,31.118260965301925,22.211041788684792
AP011615,1.0,0.538927529728517,0.2580210904195647,0.20305137985191832,0.0527260489118241,0.02490464437962755,0.013910702266098272,0.013910702266098272,0.05788647072021539,0.01974422257123626,0.018846757908907337,0.019295490240071798,0.0668611173435046,0.026250841373120934,0.013910702266098272,0.026699573704285395,0.0549697105676464,0.02445591204846309,0.016154363921920576,0.014359434597262733,0.05968140004487323,0.021090419564729637,0.017949293246578416,0.02064168723356518,0.05564280906439309,0.024680278214045323,0.015929997756338344,0.015032533094009424,43.650355346998246,41.46555477408334
AP012027,1.0,0.6956521739130435,0.2111801242236025,0.09316770186335403,0.08695652173913043,0.05962732919254658,0.014906832298136646,0.012422360248447204,0.06086956521739131,0.034782608695652174,0.013664596273291925,0.012422360248447204,0.06086956521739131,0.03602484472049689,0.012422360248447204,0.012422360248447204,0.05714285714285714,0.02857142857142857,0.011180124223602485,0.017391304347826087,0.07453416149068323,0.03975155279503106,0.011180124223602485,0.02360248447204969,0.05714285714285714,0.02111801242236025,0.011180124223602485,0.024844720496894408,36.55623983118011,28.019531441606464
AP012029,1.0,0.5446082234290147,0.1792086889061288,0.2761830876648565,0.022498060512024826,0.011636927851047323,0.0015515903801396431,0.009309542280837859,0.021722265321955005,0.009309542280837859,0.0031031807602792862,0.009309542280837859,0.02948021722265322,0.011636927851047323,0.0015515903801396431,0.016291698991466253,0.04809930178432894,0.027928626842513578,0.005430566330488751,0.01474010861132661,0.04266873545384019,0.013964313421256789,0.008533747090768037,0.02017067494181536,0.045771916214119475,0.017067494181536073,0.0062063615205585725,0.022498060512024826,53.84967293987223,61.151795580452166
AP012035,1.0,0.1282051282051282,0.1396761133603239,0.7321187584345479,0.011470985155195682,0.0033738191632928477,0.0033738191632928477,0.004723346828609987,0.0155195681511471,0.001349527665317139,0.0006747638326585695,0.01349527665317139,0.010121457489878543,0.0006747638326585695,0.0020242914979757085,0.007422402159244264,0.014844804318488529,0.006072874493927126,0.0006747638326585695,0.008097165991902834,0.01417004048582996,0.002699055330634278,0.001349527665317139,0.010121457489878543,0.014844804318488529,0.0033738191632928477,0.0033738191632928477,0.008097165991902834,67.5791744356647,83.28976118847989
AP012044,1.0,0.44388849177984274,0.11937097927090778,0.4367405289492495,0.03538241601143674,0.017869907076483203,0.00964974982130093,0.007862759113652609,0.0368120085775554,0.013581129378127233,0.00964974982130093,0.013581129378127233,0.03538241601143674,0.015725518227305217,0.005718370264474625,0.013938527519656898,0.04360257326661901,0.024303073624017155,0.007147962830593281,0.012151536812008578,0.034310221586847746,0.013938527519656898,0.006075768406004289,0.014295925661186561,0.03359542530378842,0.01679771265189421,0.004646175839885632,0.012151536812008578,53.32115202687688,62.44762599576779
AP012046,1.0,0.6856967464702272,0.18477593615715163,0.12952731737262124,0.09392265193370165,0.0620012277470841,0.01289134438305709,0.019030079803560467,0.08594229588704727,0.049723756906077346,0.019030079803560467,0.017188459177409455,0.06998158379373849,0.041743400859422956,0.013505217925107428,0.014732965009208104,0.07427869858809086,0.042971147943523635,0.01289134438305709,0.01841620626151013,0.07243707796193984,0.0374462860650706,0.020257826887661142,0.014732965009208104,0.07366482504604052,0.03683241252302026,0.016574585635359115,0.020257826887661142,36.0410813510645,27.72117933022902
AP012050,1.0,0.7624688279301746,0.1415211970074813,0.09600997506234414,0.1041147132169576,0.05798004987531172,0.01807980049875312,0.02805486284289277,0.09788029925187032,0.05673316708229426,0.02057356608478803,0.02057356608478803,0.09039900249376559,0.04800498753117207,0.024314214463840397,0.01807980049875312,0.08291770573566085,0.04177057356608479,0.01683291770573566,0.024314214463840397,0.0816708229426434,0.046758104738154616,0.013092269326683292,0.021820448877805487,0.0798004987531172,0.03740648379052369,0.018703241895261846,0.02369077306733167,35.71827205908107,26.499942957190925
AP012051,1.0,0.6190476190476191,0.21739130434782608,0.16356107660455488,0.057971014492753624,0.035196687370600416,0.016563146997929608,0.006211180124223602,0.07246376811594203,0.039337474120082816,0.010351966873706004,0.022774327122153208,0.07867494824016563,0.043478260869565216,0.020703933747412008,0.014492753623188406,0.09730848861283643,0.057971014492753624,0.012422360248447204,0.026915113871635612,0.057971014492753624,0.033126293995859216,0.014492753623188406,0.010351966873706004,0.053830227743271224,0.041407867494824016,0.004140786749482402,0.008281573498964804,35.37487573029511,28.8596832483386
AP012052,1.0,0.07279297883324728,0.09189468249870934,0.8353123386680433,0.006711409395973154,0.0015487867836861124,0.0010325245224574084,0.004130098089829634,0.004646360351058337,0.0,0.0,0.004646360351058337,0.00619514713474445,0.0,0.002065049044914817,0.004130098089829634,0.006711409395973154,0.0,0.002065049044914817,0.004646360351058337,0.009292720702116675,0.002581311306143521,0.0,0.006711409395973154,0.010841507485802787,0.0036138358286009293,0.0005162622612287042,0.006711409395973154,70.27840545811512,89.51635710263977
AP012057,1.0,0.022231909328683522,0.08761987794245858,0.8901482127288579,0.0052310374891020054,0.0,0.0017436791630340018,0.0034873583260680036,0.005666957279860506,0.0,0.00043591979075850045,0.0052310374891020054,0.011769834350479512,0.0,0.0008718395815170009,0.010897994768962511,0.009154315605928508,0.00043591979075850045,0.00043591979075850045,0.008282476024411508,0.00959023539668701,0.00043591979075850045,0.00043591979075850045,0.008718395815170008,0.0074106364428945075,0.0,0.00043591979075850045,0.006974716652136007,67.29244721885163,85.35204110605888
