Accession,0_TAA,0_TGA,0_TAG,1_TAA,1_TGA,1_TAG,2_TAA,2_TGA,2_TAG,GC,GC3
AP014648,0.23478260869565218,0.48695652173913045,0.2782608695652174,0.20476190476190476,0.4666666666666667,0.32857142857142857,0.168141592920354,0.5619469026548672,0.26991150442477874,62.84232476604134,77.77875657547061
AP014685,0.17565698478561548,0.5850622406639004,0.2392807745504841,0.1895674300254453,0.44656488549618323,0.3638676844783715,0.18307905686546463,0.5436893203883495,0.27323162274618584,63.70241665075839,80.26396127928666
AP014800,0.12048192771084337,0.6867469879518072,0.1927710843373494,0.20958083832335328,0.5988023952095808,0.19161676646706588,0.16483516483516483,0.7087912087912088,0.12637362637362637,66.82816125602547,82.54107282063603
AP014821,0.5659075224292616,0.21877156659765357,0.2153209109730849,0.5388927820602663,0.2347582340574632,0.2263489838822705,0.5448671931083992,0.22110552763819097,0.2340272792534099,33.344810744398856,23.31407430770491
BA000012,0.19457013574660634,0.5135746606334841,0.2918552036199095,0.1710843373493976,0.5614457831325301,0.2674698795180723,0.15883668903803133,0.5816554809843401,0.2595078299776286,62.74706437726396,78.20212561954558
BA000022,0.4368279569892473,0.33064516129032256,0.2325268817204301,0.4217687074829932,0.2979591836734694,0.2802721088435374,0.44145569620253167,0.29430379746835444,0.26424050632911394,47.72025510218359,49.882298574919574
BA000028,0.5159857904085258,0.2424511545293073,0.24156305506216696,0.53125,0.25100806451612906,0.21774193548387097,0.5355603448275862,0.21767241379310345,0.24676724137931033,35.681311368484145,25.853265043173003
BA000039,0.27091633466135456,0.4063745019920319,0.32270916334661354,0.2693877551020408,0.39183673469387753,0.33877551020408164,0.30970149253731344,0.3917910447761194,0.29850746268656714,53.91792993985405,57.37820504815544
BX908798,0.5657686212361331,0.2329635499207607,0.20126782884310618,0.5964214711729622,0.22664015904572565,0.17693836978131214,0.5642023346303502,0.2704280155642023,0.16536964980544747,34.717256203755284,27.543035134856844
CP000031,0.1875,0.6022727272727273,0.21022727272727273,0.23809523809523808,0.5952380952380952,0.16666666666666666,0.1452513966480447,0.6871508379888268,0.16759776536312848,64.22290936690355,80.12634528985195
CP000038,0.4294954721862872,0.35446313065976714,0.21604139715394566,0.4493927125506073,0.3724696356275304,0.17813765182186234,0.4329159212880143,0.42397137745974955,0.14311270125223613,51.009758013290465,54.86777809491924
CP000061,0.775,0.14583333333333334,0.07916666666666666,0.8018018018018018,0.0945945945945946,0.1036036036036036,0.7577319587628866,0.11855670103092783,0.12371134020618557,26.88626305428061,19.371994276312602
CP000083,0.5767810026385224,0.20369393139841688,0.21952506596306068,0.5623188405797102,0.20927536231884059,0.2284057971014493,0.5648508430609598,0.2140077821011673,0.22114137483787288,38.00542695387089,30.46081482872266
CP000088,0.1527777777777778,0.6111111111111112,0.2361111111111111,0.18831168831168832,0.5194805194805194,0.2922077922077922,0.08396946564885496,0.7480916030534351,0.16793893129770993,67.50285331947377,83.77434685436344
CP000089,0.2826086956521739,0.4673913043478261,0.25,0.3378839590443686,0.447098976109215,0.2150170648464164,0.2727272727272727,0.4484848484848485,0.2787878787878788,59.24722023752395,69.83350770181697
CP000103,0.2556390977443609,0.5388471177944862,0.20551378446115287,0.36585365853658536,0.44173441734417346,0.19241192411924118,0.3416666666666667,0.49166666666666664,0.16666666666666666,53.94264822125698,60.38097430302666
CP000109,0.5461165048543689,0.308252427184466,0.14563106796116504,0.5634920634920635,0.29894179894179895,0.13756613756613756,0.5137844611528822,0.2781954887218045,0.20802005012531327,43.12997222924752,41.76347489024347
CP000116,0.24271844660194175,0.5631067961165048,0.1941747572815534,0.3069306930693069,0.45544554455445546,0.2376237623762376,0.24647887323943662,0.5563380281690141,0.19718309859154928,66.06722296893027,83.50812300707801
CP000140,0.4758539458186101,0.25206124852767964,0.27208480565371024,0.49573863636363635,0.265625,0.23863636363636365,0.49783549783549785,0.2741702741702742,0.227994227994228,45.05957647485263,51.05677539925933
CP000141,0.6352040816326531,0.1836734693877551,0.18112244897959184,0.5974025974025974,0.21103896103896103,0.19155844155844157,0.6684636118598383,0.18328840970350405,0.14824797843665768,42.04970185549152,39.535416446941035
CP000153,0.5555555555555556,0.2042042042042042,0.24024024024024024,0.5910780669144982,0.1970260223048327,0.21189591078066913,0.6388888888888888,0.1597222222222222,0.2013888888888889,34.46195676613094,25.425114861501307
CP000155,0.42902208201892744,0.35856992639327023,0.21240799158780233,0.40364880273660203,0.3637400228050171,0.23261117445838084,0.3834254143646409,0.3889502762430939,0.2276243093922652,53.86974591515463,61.05746474959016
CP000157,0.2553191489361702,0.5177304964539007,0.22695035460992907,0.2840909090909091,0.42045454545454547,0.29545454545454547,0.2268041237113402,0.5721649484536082,0.20103092783505155,63.068512035455406,77.17354765752737
CP000158,0.25229357798165136,0.5688073394495413,0.17889908256880735,0.24267782426778242,0.5439330543933054,0.21338912133891214,0.2627450980392157,0.5725490196078431,0.16470588235294117,61.93028325615428,74.14299571325925
CP000232,0.49373433583959897,0.2731829573934837,0.23308270676691728,0.5552238805970149,0.19402985074626866,0.2507462686567164,0.524390243902439,0.2347560975609756,0.24085365853658536,55.79153707569736,64.43002637918988
CP000238,0.6046511627906976,0.13178294573643412,0.26356589147286824,0.6785714285714286,0.09693877551020408,0.22448979591836735,0.546448087431694,0.16939890710382513,0.28415300546448086,33.234770341914974,19.720723690425825
CP000245,0.17204301075268819,0.6129032258064516,0.21505376344086022,0.1650485436893204,0.47572815533980584,0.3592233009708738,0.20930232558139536,0.5891472868217055,0.20155038759689922,69.99670531593956,91.31977921211823
CP000252,0.39359267734553777,0.494279176201373,0.11212814645308924,0.4262295081967213,0.46994535519125685,0.10382513661202186,0.34025974025974026,0.5168831168831168,0.14285714285714285,51.460038373226816,57.04670184084418
CP000264,0.16666666666666666,0.6306306306306306,0.20270270270270271,0.20848056537102475,0.5936395759717314,0.1978798586572438,0.23859649122807017,0.5964912280701754,0.1649122807017544,62.332175460869756,75.41608957612769
CP000267,0.22139303482587064,0.5223880597014925,0.2562189054726368,0.226890756302521,0.5378151260504201,0.23529411764705882,0.22938144329896906,0.5257731958762887,0.24484536082474226,59.87933375732678,72.1806538037545
CP000282,0.568486096807415,0.15447991761071062,0.27703398558187436,0.5326633165829145,0.1457286432160804,0.32160804020100503,0.5329949238578681,0.13705583756345177,0.3299492385786802,45.82607600427956,44.5828860197993
CP000284,0.2697947214076246,0.5131964809384164,0.21700879765395895,0.3521594684385382,0.4318936877076412,0.2159468438538206,0.30606060606060603,0.4484848484848485,0.24545454545454545,55.71908220615934,64.99896280610056
CP000285,0.20603015075376885,0.6432160804020101,0.1507537688442211,0.17714285714285713,0.64,0.18285714285714286,0.16371681415929204,0.6327433628318584,0.20353982300884957,63.91185638668967,79.91249954817198
CP000316,0.2273838630806846,0.5941320293398533,0.1784841075794621,0.2761904761904762,0.580952380952381,0.14285714285714285,0.17817371937639198,0.6636971046770601,0.15812917594654788,62.47230909815348,77.09299266599201
CP000319,0.282798833819242,0.49854227405247814,0.21865889212827988,0.19822485207100593,0.5887573964497042,0.21301775147928995,0.1830238726790451,0.623342175066313,0.19363395225464192,61.713781836805225,75.70930010645063
CP000352,0.1875,0.5625,0.25,0.19217081850533807,0.5551601423487544,0.2526690391459075,0.1564625850340136,0.6700680272108843,0.17346938775510204,63.820295314082756,79.09870616890429
CP000360,0.270935960591133,0.4408866995073892,0.2881773399014778,0.32325581395348835,0.43953488372093025,0.2372093023255814,0.2827586206896552,0.4528735632183908,0.26436781609195403,58.38384331781577,71.79140257261432
CP000377,0.1895910780669145,0.6282527881040892,0.1821561338289963,0.2631578947368421,0.5645933014354066,0.1722488038277512,0.21454545454545454,0.6327272727272727,0.15272727272727274,60.412916463861535,71.26991283602997
CP000383,0.6076502732240437,0.19562841530054645,0.19672131147540983,0.6002358490566038,0.22523584905660377,0.17452830188679244,0.6221928665785997,0.18758256274768825,0.190224570673712,38.84645420098899,35.52122903381832
CP000386,0.28205128205128205,0.32051282051282054,0.3974358974358974,0.19444444444444445,0.4027777777777778,0.4027777777777778,0.24,0.5,0.26,70.47658403570273,91.23163201373471
CP000387,0.43566176470588236,0.27941176470588236,0.2849264705882353,0.4563106796116505,0.3058252427184466,0.23786407766990292,0.39828693790149894,0.32548179871520344,0.2762312633832976,43.4002181344688,42.92532747553288
CP000388,0.4702108157653529,0.27131072410632445,0.25847846012832265,0.4916584887144259,0.25024533856722275,0.25809617271835134,0.45255474452554745,0.2805005213764338,0.2669447340980188,44.61609348747495,43.713301961934846
CP000390,0.24422442244224424,0.49174917491749176,0.264026402640264,0.2226148409893993,0.5265017667844523,0.2508833922261484,0.28431372549019607,0.41830065359477125,0.2973856209150327,61.06678699297397,72.55384668026387
CP000393,0.48906560636182905,0.21371769383697814,0.29721669980119286,0.4955239599789363,0.20115850447604003,0.3033175355450237,0.4725085910652921,0.23424971363115693,0.293241695303551,34.143356453871355,25.13635559598903
CP000411,0.6091370558375635,0.19796954314720813,0.19289340101522842,0.6472222222222223,0.23333333333333334,0.11944444444444445,0.6253521126760564,0.24225352112676057,0.1323943661971831,37.88888283571569,33.76575792724595
CP000414,0.5320754716981132,0.25849056603773585,0.20943396226415095,0.5835140997830802,0.22125813449023862,0.19522776572668113,0.5584415584415584,0.24242424242424243,0.19913419913419914,37.71033695121066,30.33467860372307
CP000422,0.6294736842105263,0.1831578947368421,0.18736842105263157,0.6685714285714286,0.18285714285714286,0.14857142857142858,0.6199095022624435,0.21040723981900453,0.16968325791855204,37.357828886583455,29.55305813629921
CP000448,0.463768115942029,0.2946859903381642,0.24154589371980675,0.4967741935483871,0.27741935483870966,0.22580645161290322,0.5031055900621118,0.2981366459627329,0.19875776397515527,44.86592341448712,46.00755658267348
CP000449,0.17,0.735,0.095,0.18471337579617833,0.6751592356687898,0.14012738853503184,0.1813186813186813,0.6703296703296703,0.14835164835164835,62.72763433646602,75.510574803482
CP000453,0.23484848484848486,0.5606060606060606,0.20454545454545456,0.28225806451612906,0.5806451612903226,0.13709677419354838,0.23333333333333334,0.55,0.21666666666666667,67.53125206047478,85.30676977140472
CP000471,0.3559633027522936,0.3614678899082569,0.28256880733944956,0.39819004524886875,0.3665158371040724,0.23529411764705882,0.4160756501182033,0.32387706855791965,0.26004728132387706,54.16747800281423,59.88428780616274
CP000473,0.2641509433962264,0.4854202401372213,0.2504288164665523,0.279296875,0.494140625,0.2265625,0.2711267605633803,0.4278169014084507,0.301056338028169,61.90245684170811,75.52030470556426
CP000478,0.19083969465648856,0.6793893129770993,0.1297709923664122,0.18018018018018017,0.6891891891891891,0.13063063063063063,0.19367588932806323,0.6837944664031621,0.1225296442687747,59.94872802991272,74.24832713519152
CP000481,0.13953488372093023,0.6511627906976745,0.20930232558139536,0.1282051282051282,0.717948717948718,0.15384615384615385,0.12048192771084337,0.6987951807228916,0.18072289156626506,66.907355721617,78.94598173111915
CP000482,0.2692307692307692,0.5137362637362637,0.21703296703296704,0.2631578947368421,0.5824561403508772,0.1543859649122807,0.24795640326975477,0.5749318801089919,0.1771117166212534,59.024176646706586,73.98205392137992
CP000492,0.3958333333333333,0.4791666666666667,0.125,0.4094955489614243,0.4807121661721068,0.10979228486646884,0.30612244897959184,0.5568513119533528,0.13702623906705538,48.35144813079669,50.67711844794025
CP000509,0.07051282051282051,0.6923076923076923,0.23717948717948717,0.08849557522123894,0.6991150442477876,0.21238938053097345,0.06666666666666667,0.703030303030303,0.23030303030303031,71.65195409187281,92.81406721874863
CP000510,0.5819004524886878,0.2253393665158371,0.19276018099547512,0.5688800792864221,0.2309217046580773,0.2001982160555005,0.5829042224510813,0.25746652935118436,0.1596292481977343,40.08627514969522,35.57629688729763
CP000513,0.5094339622641509,0.37735849056603776,0.11320754716981132,0.5481927710843374,0.39759036144578314,0.05421686746987952,0.5858585858585859,0.29292929292929293,0.12121212121212122,44.39572461942635,40.5495198271762
CP000542,0.08928571428571429,0.6875,0.22321428571428573,0.1188118811881188,0.7524752475247525,0.12871287128712872,0.10121457489878542,0.708502024291498,0.1902834008097166,65.27908838713583,80.90000850352706
