Accession,TAA_fifthA,TAA_fifthT,TAA_fifthG,TAA_fifthC,TGA_fifthA,TGA_fifthT,TGA_fifthG,TGA_fifthC,TAG_fifthA,TAG_fifthT,TAG_fifthG,TAG_fifthC,GC,GC
AP009389,0.23529411764705882,0.4803921568627451,0.16666666666666666,0.11764705882352941,0.19047619047619047,0.36904761904761907,0.23809523809523808,0.20238095238095238,0.20253164556962025,0.43037974683544306,0.21518987341772153,0.1518987341772152,52.96110399537247,62.3289097746804
AP009484,0.4451219512195122,0.2682926829268293,0.1402439024390244,0.14634146341463414,0.3,0.325,0.25,0.125,0.35,0.3333333333333333,0.11666666666666667,0.2,36.87685627905118,30.775165231510314
AP009510,0.379746835443038,0.27848101265822783,0.189873417721519,0.1518987341772152,0.3958333333333333,0.3125,0.25,0.041666666666666664,0.25925925925925924,0.5925925925925926,0.07407407407407407,0.07407407407407407,35.20740200576095,30.40007037897882
AP009552,0.17489421720733428,0.459802538787024,0.076163610719323,0.28913963328631875,0.25,0.4246575342465753,0.13013698630136986,0.1952054794520548,0.1884498480243161,0.3677811550151976,0.20364741641337386,0.24012158054711247,42.33063114485447,39.50931745666048
AP010904,0.14450867052023122,0.3063583815028902,0.27167630057803466,0.2774566473988439,0.08,0.26222222222222225,0.24,0.4177777777777778,0.10784313725490197,0.31862745098039214,0.2647058823529412,0.3088235294117647,62.769421550751524,77.06766538646693
AP010946,0.06666666666666667,0.1,0.2,0.6333333333333333,0.0718954248366013,0.0915032679738562,0.24183006535947713,0.5947712418300654,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.3333333333333333,67.76023397993896,87.04108079465419
AP010953,0.19708029197080293,0.3564476885644769,0.13503649635036497,0.31143552311435524,0.24552429667519182,0.36061381074168797,0.2531969309462916,0.14066496163682865,0.24719101123595505,0.3707865168539326,0.2247191011235955,0.15730337078651685,50.68482282649143,52.79602195346696
AP010968,0.14285714285714285,0.42857142857142855,0.0,0.42857142857142855,0.026119402985074626,0.048507462686567165,0.13432835820895522,0.7910447761194029,0.12698412698412698,0.14285714285714285,0.2698412698412698,0.4603174603174603,74.19750348332366,95.43552890821465
AP011112,0.19230769230769232,0.3076923076923077,0.23076923076923078,0.2692307692307692,0.4375,0.25,0.28125,0.03125,0.21428571428571427,0.14285714285714285,0.35714285714285715,0.2857142857142857,44.000263892354866,46.140012543177605
AP011121,0.28421052631578947,0.28421052631578947,0.14736842105263157,0.28421052631578947,0.24719101123595505,0.37640449438202245,0.14606741573033707,0.2303370786516854,0.375,0.3125,0.125,0.1875,53.03682379505382,53.06410333113375
AP011529,0.3700787401574803,0.4566929133858268,0.05511811023622047,0.11811023622047244,0.41935483870967744,0.5161290322580645,0.03225806451612903,0.03225806451612903,0.24390243902439024,0.4878048780487805,0.1951219512195122,0.07317073170731707,31.118260965301925,22.211041788684792
AP011615,0.15402038505096263,0.3522083805209513,0.16081540203850508,0.332955832389581,0.2958801498127341,0.29213483146067415,0.26591760299625467,0.14606741573033707,0.17105263157894737,0.39144736842105265,0.10526315789473684,0.33223684210526316,43.650355346998246,41.46555477408334
AP012027,0.33004926108374383,0.4039408866995074,0.09852216748768473,0.16748768472906403,0.42857142857142855,0.3142857142857143,0.22857142857142856,0.02857142857142857,0.24615384615384617,0.4307692307692308,0.06153846153846154,0.26153846153846155,36.55623983118011,28.019531441606464
AP012029,0.08571428571428572,0.35714285714285715,0.16428571428571428,0.39285714285714285,0.21333333333333335,0.4533333333333333,0.2,0.13333333333333333,0.09090909090909091,0.43636363636363634,0.10909090909090909,0.36363636363636365,53.84967293987223,61.151795580452166
AP012035,0.16666666666666666,0.19047619047619047,0.19047619047619047,0.4523809523809524,0.09019607843137255,0.12941176470588237,0.18823529411764706,0.592156862745098,0.08333333333333333,0.4166666666666667,0.375,0.125,67.5791744356647,83.28976118847989
AP012044,0.1992619926199262,0.39114391143911437,0.15867158671586715,0.25092250922509224,0.2619047619047619,0.3898809523809524,0.14583333333333334,0.20238095238095238,0.24324324324324326,0.35135135135135137,0.1891891891891892,0.21621621621621623,53.32115202687688,62.44762599576779
AP012046,0.3875,0.35,0.125,0.1375,0.30666666666666664,0.49333333333333335,0.13333333333333333,0.06666666666666667,0.24786324786324787,0.42735042735042733,0.21367521367521367,0.1111111111111111,36.0410813510645,27.72117933022902
AP012050,0.31020408163265306,0.3836734693877551,0.10612244897959183,0.2,0.36923076923076925,0.27692307692307694,0.23076923076923078,0.12307692307692308,0.22448979591836735,0.47959183673469385,0.09183673469387756,0.20408163265306123,35.71827205908107,26.499942957190925
AP012051,0.25510204081632654,0.41836734693877553,0.08163265306122448,0.24489795918367346,0.47368421052631576,0.42105263157894735,0.10526315789473684,0.0,0.2857142857142857,0.6190476190476191,0.07142857142857142,0.023809523809523808,35.37487573029511,28.8596832483386
AP012052,0.09523809523809523,0.19047619047619047,0.047619047619047616,0.6666666666666666,0.03317535545023697,0.10900473933649289,0.14218009478672985,0.7156398104265402,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.6190476190476191,70.27840545811512,89.51635710263977
AP012057,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.017857142857142856,0.10714285714285714,0.13988095238095238,0.7351190476190477,0.13636363636363635,0.13636363636363635,0.11363636363636363,0.6136363636363636,67.29244721885163,85.35204110605888
AP012157,0.31180124223602484,0.4124223602484472,0.14161490683229813,0.1341614906832298,0.205607476635514,0.5607476635514018,0.16822429906542055,0.06542056074766354,0.3246753246753247,0.34415584415584416,0.17532467532467533,0.15584415584415584,38.60316874875766,32.68874104181474
AP012200,0.27388535031847133,0.4872611464968153,0.08280254777070063,0.15605095541401273,0.2413793103448276,0.41379310344827586,0.13793103448275862,0.20689655172413793,0.265625,0.453125,0.09375,0.1875,31.427530414899095,20.912233770188518
AP012204,0.06896551724137931,0.1724137931034483,0.10344827586206896,0.6551724137931034,0.03007518796992481,0.13032581453634084,0.20300751879699247,0.6365914786967418,0.06976744186046512,0.21705426356589147,0.18604651162790697,0.5271317829457365,67.2675393441247,83.09199829566528
AP012224,0.10344827586206896,0.25,0.12931034482758622,0.5172413793103449,0.10661764705882353,0.2536764705882353,0.22794117647058823,0.4117647058823529,0.22448979591836735,0.2653061224489796,0.24489795918367346,0.2653061224489796,64.35657091688313,83.4582862067788
AP012273,0.13043478260869565,0.2318840579710145,0.2028985507246377,0.43478260869565216,0.16483516483516483,0.2673992673992674,0.1978021978021978,0.36996336996337,0.17857142857142858,0.23214285714285715,0.14285714285714285,0.44642857142857145,56.27233867427217,64.736231939811
AP012292,0.2928870292887029,0.3389121338912134,0.14225941422594143,0.22594142259414227,0.328125,0.3697916666666667,0.22916666666666666,0.07291666666666667,0.23809523809523808,0.19047619047619047,0.47619047619047616,0.09523809523809523,50.678134821285894,58.98123748705875
AP012304,0.1038961038961039,0.19480519480519481,0.15584415584415584,0.5454545454545454,0.0759493670886076,0.2468354430379747,0.16772151898734178,0.509493670886076,0.13043478260869565,0.2391304347826087,0.2608695652173913,0.3695652173913043,65.1013369765916,81.96821673440803
AP012320,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.5384615384615384,0.0594059405940594,0.08415841584158416,0.1782178217821782,0.6782178217821783,0.05,0.2,0.35,0.4,71.24314405801177,90.89008540983318
AP012331,0.09259259259259259,0.14814814814814814,0.2777777777777778,0.48148148148148145,0.10819672131147541,0.21639344262295082,0.22950819672131148,0.4459016393442623,0.2926829268292683,0.15853658536585366,0.24390243902439024,0.3048780487804878,64.63092877381744,85.40830215340151
AP012333,0.0625,0.3125,0.15625,0.46875,0.14193548387096774,0.32903225806451614,0.25806451612903225,0.2709677419354839,0.058823529411764705,0.2647058823529412,0.23529411764705882,0.4411764705882353,58.31297660267276,73.04844261105163
AP012334,0.26605504587155965,0.41284403669724773,0.14678899082568808,0.1743119266055046,0.21428571428571427,0.36904761904761907,0.23809523809523808,0.17857142857142858,0.16326530612244897,0.3877551020408163,0.20408163265306123,0.24489795918367346,48.63343237690101,48.528931928920855
AP012337,0.10317460317460317,0.3253968253968254,0.24603174603174602,0.3253968253968254,0.14682539682539683,0.20634920634920634,0.3611111111111111,0.2857142857142857,0.18055555555555555,0.3055555555555556,0.3888888888888889,0.125,58.76714546695322,69.23173987284495
AP012338,0.0,0.16666666666666666,0.0,0.8333333333333334,0.008264462809917356,0.09090909090909091,0.1859504132231405,0.7148760330578512,0.0,0.1875,0.375,0.4375,73.28780179978833,93.48250813834655
AP012342,0.2087912087912088,0.18681318681318682,0.25274725274725274,0.3516483516483517,0.12871287128712872,0.3465346534653465,0.2376237623762376,0.2871287128712871,0.08823529411764706,0.25,0.22058823529411764,0.4411764705882353,50.047547643363764,52.8600203553081
AP012492,0.21666666666666667,0.3,0.15833333333333333,0.325,0.3829787234042553,0.46808510638297873,0.14893617021276595,0.0,0.18181818181818182,0.32727272727272727,0.2909090909090909,0.2,38.343488993942316,35.024781844645304
AP012495,0.25380710659898476,0.3134517766497462,0.19796954314720813,0.23477157360406092,0.1750841750841751,0.35353535353535354,0.24242424242424243,0.22895622895622897,0.14285714285714285,0.45514950166112955,0.15614617940199335,0.24584717607973422,45.7271863180528,46.68717826815462
AP012547,0.09333333333333334,0.36,0.17333333333333334,0.37333333333333335,0.1214574898785425,0.23481781376518218,0.26720647773279355,0.3765182186234818,0.14814814814814814,0.3333333333333333,0.18518518518518517,0.3333333333333333,63.267412603007166,79.15080752127986
AP012551,0.13350125944584382,0.2972292191435768,0.18387909319899245,0.3853904282115869,0.15151515151515152,0.37272727272727274,0.27575757575757576,0.2,0.13978494623655913,0.23655913978494625,0.3763440860215054,0.24731182795698925,56.956884178640536,67.46781189223354
AP012554,0.35555555555555557,0.4666666666666667,0.07777777777777778,0.1,0.46938775510204084,0.3673469387755102,0.14285714285714285,0.02040816326530612,0.34375,0.34375,0.125,0.1875,30.56788703419589,20.772262124659903
AP012978,0.13636363636363635,0.22727272727272727,0.045454545454545456,0.5909090909090909,0.08490566037735849,0.17452830188679244,0.19339622641509435,0.5471698113207547,0.10526315789473684,0.3157894736842105,0.10526315789473684,0.47368421052631576,65.05711268828249,82.31346219624776
AP013066,0.14444444444444443,0.36666666666666664,0.21666666666666667,0.2722222222222222,0.15343915343915343,0.37037037037037035,0.19576719576719576,0.2804232804232804,0.17073170731707318,0.25609756097560976,0.2682926829268293,0.3048780487804878,56.1040492634944,65.49436516151633
AP013105,0.1,0.2833333333333333,0.21666666666666667,0.4,0.16,0.2,0.36,0.28,0.08196721311475409,0.4426229508196721,0.14754098360655737,0.32786885245901637,63.459266396182954,82.24245014305617
AP014521,0.4603174603174603,0.4444444444444444,0.06349206349206349,0.031746031746031744,0.46153846153846156,0.38461538461538464,0.0,0.15384615384615385,0.6,0.24,0.08,0.08,25.06962490771965,12.049407316897229
AP014565,0.19334389857369255,0.31378763866877973,0.16798732171156894,0.3248811410459588,0.3081761006289308,0.29874213836477986,0.22641509433962265,0.16666666666666666,0.17647058823529413,0.3137254901960784,0.21568627450980393,0.29411764705882354,52.155026256764614,56.21466011794846
AP014569,0.10344827586206896,0.13793103448275862,0.3103448275862069,0.4482758620689655,0.0759493670886076,0.2088607594936709,0.3291139240506329,0.3860759493670886,0.06666666666666667,0.5333333333333333,0.13333333333333333,0.26666666666666666,66.09057305548266,83.276143228355
AP014583,0.36382536382536385,0.4178794178794179,0.08731808731808732,0.13097713097713098,0.33962264150943394,0.4339622641509434,0.16981132075471697,0.05660377358490566,0.27906976744186046,0.5193798449612403,0.08527131782945736,0.11627906976744186,32.17769270144215,21.630140096119334
AP014624,0.29894736842105263,0.4,0.09473684210526316,0.2063157894736842,0.3120567375886525,0.44680851063829785,0.1276595744680851,0.11347517730496454,0.32044198895027626,0.46408839779005523,0.06077348066298342,0.15469613259668508,35.59174183823627,31.217248851243838
AP014633,0.23790322580645162,0.3971774193548387,0.14112903225806453,0.22379032258064516,0.37333333333333335,0.3333333333333333,0.15333333333333332,0.14,0.1895424836601307,0.35294117647058826,0.20261437908496732,0.2549019607843137,41.21047691218616,34.72579659348268
AP014648,0.19642857142857142,0.17857142857142858,0.17857142857142858,0.44642857142857145,0.06086956521739131,0.2,0.24347826086956523,0.4956521739130435,0.057692307692307696,0.16346153846153846,0.21153846153846154,0.5673076923076923,62.84232476604134,77.77875657547061
AP014685,0.06698564593301436,0.45454545454545453,0.215311004784689,0.2631578947368421,0.08086560364464693,0.28018223234624146,0.214123006833713,0.42482915717539865,0.10931174089068826,0.2834008097165992,0.20647773279352227,0.4008097165991903,63.70241665075839,80.26396127928666
AP014800,0.11538461538461539,0.23076923076923078,0.15384615384615385,0.5,0.07886435331230283,0.07255520504731862,0.17350157728706625,0.6750788643533123,0.08,0.2,0.44,0.28,66.82816125602547,82.54107282063603
AP014821,0.24663072776280323,0.5242587601078167,0.07816711590296496,0.1509433962264151,0.41025641025641024,0.2564102564102564,0.1794871794871795,0.15384615384615385,0.2422680412371134,0.4948453608247423,0.13917525773195877,0.12371134020618557,33.344810744398856,23.31407430770491
BA000012,0.1,0.2818181818181818,0.22727272727272727,0.39090909090909093,0.11089494163424124,0.17315175097276264,0.2607003891050584,0.45525291828793774,0.06363636363636363,0.2818181818181818,0.2636363636363636,0.39090909090909093,62.74706437726396,78.20212561954558
BA000022,0.132013201320132,0.45544554455445546,0.13861386138613863,0.2739273927392739,0.13924050632911392,0.34177215189873417,0.2848101265822785,0.23417721518987342,0.1222707423580786,0.4847161572052402,0.15283842794759825,0.24017467248908297,47.72025510218359,49.882298574919574
BA000028,0.4,0.34710743801652894,0.13553719008264462,0.11735537190082644,0.43023255813953487,0.37209302325581395,0.13953488372093023,0.05813953488372093,0.3409090909090909,0.3560606060606061,0.15151515151515152,0.15151515151515152,35.681311368484145,25.853265043173003
BA000039,0.04838709677419355,0.3064516129032258,0.25806451612903225,0.3870967741935484,0.11538461538461539,0.41025641025641024,0.16666666666666666,0.3076923076923077,0.10606060606060606,0.45454545454545453,0.12121212121212122,0.3181818181818182,53.91792993985405,57.37820504815544
BX908798,0.2585034013605442,0.46598639455782315,0.09183673469387756,0.1836734693877551,0.36363636363636365,0.4155844155844156,0.05194805194805195,0.16883116883116883,0.2857142857142857,0.38571428571428573,0.17142857142857143,0.15714285714285714,34.717256203755284,27.543035134856844
CP000031,0.10256410256410256,0.2564102564102564,0.1794871794871795,0.46153846153846156,0.05901639344262295,0.11147540983606558,0.12786885245901639,0.7016393442622951,0.21739130434782608,0.17391304347826086,0.21739130434782608,0.391304347826087,64.22290936690355,80.12634528985195
CP000038,0.15426251691474965,0.32882273342354534,0.15290933694181327,0.36400541271989173,0.2517985611510791,0.34172661870503596,0.26618705035971224,0.14028776978417265,0.1724137931034483,0.3793103448275862,0.25862068965517243,0.1896551724137931,51.009758013290465,54.86777809491924
CP000061,0.28846153846153844,0.5256410256410257,0.08333333333333333,0.10256410256410256,0.28125,0.59375,0.09375,0.03125,0.21052631578947367,0.5789473684210527,0.10526315789473684,0.10526315789473684,26.88626305428061,19.371994276312602
CP000083,0.33861834654586637,0.3510758776896942,0.13703284258210646,0.17327293318233294,0.3384615384615385,0.35384615384615387,0.18461538461538463,0.12307692307692308,0.28205128205128205,0.4282051282051282,0.11794871794871795,0.1717948717948718,38.00542695387089,30.46081482872266
CP000088,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.5588235294117647,0.04046242774566474,0.12716763005780346,0.1791907514450867,0.653179190751445,0.08433734939759036,0.1566265060240964,0.10843373493975904,0.6506024096385542,67.50285331947377,83.77434685436344
CP000089,0.08875739644970414,0.3254437869822485,0.0650887573964497,0.5207100591715976,0.07868852459016394,0.36065573770491804,0.16065573770491803,0.4,0.125,0.2857142857142857,0.25,0.3392857142857143,59.24722023752395,69.83350770181697
CP000103,0.2360248447204969,0.2484472049689441,0.2546583850931677,0.2608695652173913,0.17674418604651163,0.3488372093023256,0.20930232558139536,0.2651162790697674,0.11764705882352941,0.29411764705882354,0.2647058823529412,0.3235294117647059,53.94264822125698,60.38097430302666
CP000109,0.21498371335504887,0.3485342019543974,0.16938110749185667,0.2671009771986971,0.1780821917808219,0.4794520547945205,0.1917808219178082,0.1506849315068493,0.16071428571428573,0.35714285714285715,0.16071428571428573,0.32142857142857145,43.12997222924752,41.76347489024347
CP000116,0.13333333333333333,0.3,0.1,0.4666666666666667,0.06306306306306306,0.2882882882882883,0.23423423423423423,0.4144144144144144,0.15625,0.1875,0.25,0.40625,66.06722296893027,83.50812300707801
CP000140,0.3402777777777778,0.35185185185185186,0.08564814814814815,0.2222222222222222,0.3865979381443299,0.25773195876288657,0.16494845360824742,0.19072164948453607,0.3118279569892473,0.34408602150537637,0.1827956989247312,0.16129032258064516,45.05957647485263,51.05677539925933
CP000141,0.2781065088757396,0.48520710059171596,0.1242603550295858,0.11242603550295859,0.6190476190476191,0.2857142857142857,0.09523809523809523,0.0,0.26153846153846155,0.5384615384615384,0.12307692307692308,0.07692307692307693,42.04970185549152,39.535416446941035
CP000153,0.2781954887218045,0.39849624060150374,0.12781954887218044,0.19548872180451127,0.2857142857142857,0.6285714285714286,0.08571428571428572,0.0,0.3235294117647059,0.38235294117647056,0.11764705882352941,0.17647058823529413,34.46195676613094,25.425114861501307
CP000155,0.21377672209026127,0.22802850356294538,0.14014251781472684,0.4180522565320665,0.1955193482688391,0.2973523421588595,0.18533604887983707,0.32179226069246436,0.13861386138613863,0.3415841584158416,0.1485148514851485,0.3712871287128713,53.86974591515463,61.05746474959016
CP000157,0.04225352112676056,0.2535211267605634,0.22535211267605634,0.4788732394366197,0.09216589861751152,0.18433179723502305,0.18433179723502305,0.5391705069124424,0.027777777777777776,0.4444444444444444,0.1388888888888889,0.3888888888888889,63.068512035455406,77.17354765752737
CP000158,0.06493506493506493,0.3116883116883117,0.15584415584415584,0.4675324675324675,0.08856088560885608,0.17712177121771217,0.15129151291512916,0.5830258302583026,0.07894736842105263,0.3684210526315789,0.21052631578947367,0.34210526315789475,61.93028325615428,74.14299571325925
CP000232,0.29577464788732394,0.2887323943661972,0.22535211267605634,0.19014084507042253,0.24,0.36,0.2,0.2,0.23333333333333334,0.43333333333333335,0.21666666666666667,0.11666666666666667,55.79153707569736,64.43002637918988
CP000238,0.4260869565217391,0.3652173913043478,0.0782608695652174,0.13043478260869565,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.0,0.35,0.375,0.125,0.15,33.234770341914974,19.720723690425825
CP000245,0.03225806451612903,0.1935483870967742,0.1935483870967742,0.5806451612903226,0.03333333333333333,0.14666666666666667,0.3,0.52,0.15384615384615385,0.11538461538461539,0.3076923076923077,0.4230769230769231,69.99670531593956,91.31977921211823
CP000252,0.17708333333333334,0.4166666666666667,0.17708333333333334,0.22916666666666666,0.15813953488372093,0.28837209302325584,0.26046511627906976,0.2930232558139535,0.15555555555555556,0.4222222222222222,0.13333333333333333,0.28888888888888886,51.460038373226816,57.04670184084418
CP000264,0.1111111111111111,0.20833333333333334,0.2361111111111111,0.4444444444444444,0.07818930041152264,0.16049382716049382,0.205761316872428,0.5555555555555556,0.05,0.31666666666666665,0.31666666666666665,0.31666666666666665,62.332175460869756,75.41608957612769
CP000267,0.15454545454545454,0.39090909090909093,0.12727272727272726,0.32727272727272727,0.09187279151943463,0.26501766784452296,0.2826855123674912,0.36042402826855124,0.06315789473684211,0.3684210526315789,0.2631578947368421,0.30526315789473685,59.87933375732678,72.1806538037545
CP000282,0.2656514382402707,0.43147208121827413,0.13874788494077833,0.16412859560067683,0.35294117647058826,0.3235294117647059,0.16176470588235295,0.16176470588235295,0.27017543859649124,0.3894736842105263,0.21052631578947367,0.12982456140350876,45.82607600427956,44.5828860197993
CP000284,0.1095890410958904,0.3082191780821918,0.2328767123287671,0.3493150684931507,0.203125,0.234375,0.2916666666666667,0.2708333333333333,0.11764705882352941,0.38235294117647056,0.3235294117647059,0.17647058823529413,55.71908220615934,64.99896280610056
CP000285,0.07547169811320754,0.07547169811320754,0.3584905660377358,0.49056603773584906,0.10204081632653061,0.12585034013605442,0.3231292517006803,0.4489795918367347,0.10256410256410256,0.1282051282051282,0.28205128205128205,0.48717948717948717,63.91185638668967,79.91249954817198
CP000316,0.1322314049586777,0.38016528925619836,0.18181818181818182,0.30578512396694213,0.09117647058823529,0.25882352941176473,0.34705882352941175,0.3029411764705882,0.11956521739130435,0.2608695652173913,0.34782608695652173,0.2717391304347826,62.47230909815348,77.09299266599201
